STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonferonni,spearman_pval_bonferonni,point_biserial_pval_bonferonni,rank_biserial_pval_bonferonni
AG,all_dinuc_count,label,0.14152489201595797,4.922863597039447e-71,0.12013826743286209,1.4815543947178276e-51,0.14152489201595797,4.922863597039447e-71,0.13795265523273526,3.357553623989829e-51,9.747269922138105e-69,2.9334777015412987e-49,3.249089974046035e-69,2.215985391833287e-49
CT,all_dinuc_count,label,0.14152489201595797,4.922863597039447e-71,0.12013826743286209,1.4815543947178276e-51,0.14152489201595797,4.922863597039447e-71,0.13795265523273526,3.357553623989829e-51,9.747269922138105e-69,2.9334777015412987e-49,3.249089974046035e-69,2.215985391833287e-49
CT,all_dinuc_count,entropy,0.0658262700461008,1.5091271856317353e-16,0.11707665413116031,4.926054341706574e-49,,,,,2.9880718275508357e-14,9.753587596579017e-47,,
AG,all_dinuc_count,entropy,0.0658262700461008,1.5091271856317353e-16,0.11707665413116031,4.926054341706574e-49,,,,,2.9880718275508357e-14,9.753587596579017e-47,,
AG,all_dinuc_count,heterozygosity,0.08242303208865405,4.469463733023499e-25,0.11644954421441031,1.5879975834452524e-48,,,,,8.849538191386528e-23,3.1442352152216e-46,,
CT,all_dinuc_count,heterozygosity,0.08242303208865405,4.469463733023499e-25,0.11644954421441031,1.5879975834452524e-48,,,,,8.849538191386528e-23,3.1442352152216e-46,,
AT,all_dinuc_count,label,0.11679913220237449,2.856489522305459e-104,0.10519695692153229,7.715985522990378e-85,0.11679913220237449,2.856489522305459e-104,0.1568718296034587,2.205754148007787e-84,5.6558492541648084e-102,1.527765133552095e-82,1.885283084721603e-102,1.4557977376851394e-82
all,all_dinuc_count,label,0.11388775187428492,0.0,0.09779914999827403,0.0,0.11388775187428492,0.0,0.121491589923023,1.3113140728714e-310,0.0,0.0,0.0,8.654672880951296e-309
all,AT_count,label,0.09950359109051676,5e-323,0.09214704230702392,3.7344416747277766e-277,0.09950359109051676,5e-323,0.09457472852296933,5.478013344066152e-276,9.782e-321,7.394194515960998e-275,3.26e-321,3.61548880708366e-274
CT,TT_count,label,0.11077749024441035,4.705768075375742e-44,0.08581043315501942,4.752172111047032e-27,0.11077749024441035,4.705768075375742e-44,0.08102101762352787,5.86308571840832e-27,9.317420789243969e-42,9.409300779873124e-25,3.10580692974799e-42,3.869636574149491e-25
