STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonferonni,spearman_pval_bonferonni,point_biserial_pval_bonferonni,rank_biserial_pval_bonferonni
AT,AC_count,label,0.052004674039869914,6.056375107304989e-22,0.041034570229859846,3.0651837332509546e-14,0.052004674039869914,6.056375107304989e-22,0.058521687868897665,3.1378250575770195e-14,1.1991622712463877e-19,6.06906379183689e-12,3.997207570821293e-20,2.070964538000833e-12
AT,GT_count,label,0.052004674039869914,6.056375107304989e-22,0.041034570229859846,3.0651837332509546e-14,0.052004674039869914,6.056375107304989e-22,0.058521687868897665,3.1378250575770195e-14,1.1991622712463877e-19,6.06906379183689e-12,3.997207570821293e-20,2.070964538000833e-12
AC,CT_count,entropy,0.03629013659806671,1.5296489250427055e-13,0.04101018907226607,7.07432084221609e-17,,,,,3.028704871584557e-11,1.4007155267587858e-14,,
GT,AG_count,entropy,0.03629013659806671,1.5296489250427055e-13,0.04101018907226607,7.07432084221609e-17,,,,,3.028704871584557e-11,1.4007155267587858e-14,,
AC,CT_count,heterozygosity,0.03208097931836145,6.684198593556036e-11,0.04043457331607844,1.8949902248109443e-16,,,,,1.3234713215240952e-08,3.75208064512567e-14,,
GT,AG_count,heterozygosity,0.03208097931836145,6.684198593556036e-11,0.04043457331607844,1.8949902248109443e-16,,,,,1.3234713215240952e-08,3.75208064512567e-14,,
AG,AT_count,label,0.0754685506274435,2.8434980416058343e-21,0.039567529010161015,7.08465886695253e-07,0.0754685506274435,2.8434980416058343e-21,0.043197230884527205,7.147161882306171e-07,5.630126122379552e-19,0.0001402762455656601,1.8767087074598508e-19,4.717126842322073e-05
CT,AT_count,label,0.0754685506274435,2.8434980416058343e-21,0.039567529010161015,7.08465886695253e-07,0.0754685506274435,2.8434980416058343e-21,0.043197230884527205,7.147161882306171e-07,5.630126122379552e-19,0.0001402762455656601,1.8767087074598508e-19,4.717126842322073e-05
AC,AT_count,label,0.06386728619615019,1.1440352930565861e-38,0.03745002799024947,2.5222602940949603e-14,0.06386728619615019,1.1440352930565861e-38,0.047734658499239524,2.5722912234218662e-14,2.2651898802520404e-36,4.994075382308021e-12,7.550632934173468e-37,1.6977122074584316e-12
GT,AT_count,label,0.06386728619615019,1.1440352930565861e-38,0.03745002799024947,2.5222602940949603e-14,0.06386728619615019,1.1440352930565861e-38,0.047734658499239524,2.5722912234218662e-14,2.2651898802520404e-36,4.994075382308021e-12,7.550632934173468e-37,1.6977122074584316e-12
AC,AG_count,entropy,0.034484954128906405,2.2668321752969287e-12,0.035596909560289186,4.3756870275862905e-13,,,,,4.488327707087919e-10,8.663860314620855e-11,,
GT,CT_count,entropy,0.034484954128906405,2.2668321752969287e-12,0.035596909560289186,4.3756870275862905e-13,,,,,4.488327707087919e-10,8.663860314620855e-11,,
AC,AG_count,heterozygosity,0.026917327782955823,4.338158126250209e-08,0.03449959108123748,2.2190044128557275e-12,,,,,8.589553089975414e-06,4.3936287374543404e-10,,
GT,CT_count,heterozygosity,0.026917327782955823,4.338158126250209e-08,0.03449959108123748,2.2190044128557275e-12,,,,,8.589553089975414e-06,4.3936287374543404e-10,,
AC,all_dinuc_count,label,0.060087533162282825,2.045299873338044e-34,0.031092752427127435,2.5094330192587104e-10,0.060087533162282825,2.045299873338044e-34,0.04050622584724195,2.5325413229011453e-10,4.0496937492093265e-32,4.9686773781322464e-08,1.349897916403109e-32,1.671477273114756e-08
GT,all_dinuc_count,label,0.060087533162282825,2.045299873338044e-34,0.031092752427127435,2.5094330192587104e-10,0.060087533162282825,2.045299873338044e-34,0.04050622584724195,2.5325413229011453e-10,4.0496937492093265e-32,4.9686773781322464e-08,1.349897916403109e-32,1.671477273114756e-08
AT,all_dinuc_count,entropy,-0.026667330623703626,8.017281249472985e-07,0.030237089095417204,2.195618581756973e-08,,,,,0.0001587421687395651,4.3473247918788065e-06,,
all,AA_count,label,0.03189768916964894,1.0160232745023287e-34,0.03007486848674271,4.739355740243414e-31,0.03189768916964894,1.0160232745023287e-34,0.0362120517177299,4.883248711760004e-31,2.0117260835146108e-32,9.383924365681959e-29,6.705753611715369e-33,3.222944149761602e-29
all,TT_count,label,0.03189768916964894,1.0160232745023287e-34,0.03007486848674271,4.739355740243414e-31,0.03189768916964894,1.0160232745023287e-34,0.0362120517177299,4.883248711760004e-31,2.0117260835146108e-32,9.383924365681959e-29,6.705753611715369e-33,3.222944149761602e-29
AT,all_dinuc_count,heterozygosity,-0.0004169440748973686,0.9385088033531075,0.028929122388567083,8.618675479678313e-08,,,,,185.8247430639153,1.7064977449763057e-05,,
AT,AT_count,heterozygosity,-0.001549178016994699,0.7743928138157018,0.027646685048261434,3.116704376849798e-07,,,,,153.32977713550895,6.1710746661626e-05,,
AT,GT_count,entropy,0.0014169906015439567,0.7931857992945586,0.027510858887670863,3.559839923343315e-07,,,,,157.0507882603226,7.048483048219763e-05,,
AT,AC_count,entropy,0.0014169906015439567,0.7931857992945586,0.027510858887670863,3.559839923343315e-07,,,,,157.0507882603226,7.048483048219763e-05,,
AT,GT_count,heterozygosity,0.011199506978844505,0.03824389968366559,0.027346560069990027,4.177459855064374e-07,,,,,7.572292137365786,8.27137051302746e-05,,
AT,AC_count,heterozygosity,0.011199506978844505,0.03824389968366559,0.027346560069990027,4.177459855064374e-07,,,,,7.572292137365786,8.27137051302746e-05,,
AT,AT_count,entropy,-0.027466653872134008,3.716747213928517e-07,0.02699419411750379,5.86968341537521e-07,,,,,7.359159483578463e-05,0.00011621973162442915,,
all,all_dinuc_count,entropy,-0.03010082186429786,4.216763649754295e-31,0.026950730198044254,2.938009647110317e-25,,,,,8.349192026513505e-29,5.817259101278428e-23,,
CT,CG_count,label,0.03431745733769893,1.703244166537484e-05,0.026234388901916088,0.0010116949816497817,0.03431745733769893,1.703244166537484e-05,0.011159887379195155,0.0010131816374011385,0.0033724234497442187,0.20031560636665677,0.0011241411499147394,0.06686998806847515
AG,CG_count,label,0.03431745733769893,1.703244166537484e-05,0.026234388901916088,0.0010116949816497817,0.03431745733769893,1.703244166537484e-05,0.011159887379195155,0.0010131816374011385,0.0033724234497442187,0.20031560636665677,0.0011241411499147394,0.06686998806847515
all,all_dinuc_count,heterozygosity,-0.012069343428691504,3.327294750728993e-06,0.02551637651726139,8.280267797903319e-23,,,,,0.0006588043606443406,1.6394930239848572e-20,,
CT,AG_count,entropy,0.03454686817027354,1.4952836760338602e-05,0.024933516560577365,0.00178290096837673,,,,,0.002960661678547043,0.3530143917385925,,
AG,CT_count,entropy,0.03454686817027354,1.4952836760338602e-05,0.024933516560577365,0.00178290096837673,,,,,0.002960661678547043,0.3530143917385925,,
CT,AG_count,heterozygosity,0.031721086815527176,7.035814866546428e-05,0.024569587800284832,0.002079868898829596,,,,,0.013930913435761926,0.41181404196826005,,
AG,CT_count,heterozygosity,0.031721086815527176,7.035814866546428e-05,0.024569587800284832,0.002079868898829596,,,,,0.013930913435761926,0.41181404196826005,,
AC,CG_count,label,0.04258124190004065,4.484090176959096e-18,0.024066115081882864,9.769441739183963e-07,0.04258124190004065,4.484090176959096e-18,0.014938155541328824,9.8003613557076e-07,8.87849855037901e-16,0.00019343494643584246,2.9594995167930034e-16,6.468238494767016e-05
GT,CG_count,label,0.04258124190004065,4.484090176959096e-18,0.024066115081882864,9.769441739183963e-07,0.04258124190004065,4.484090176959096e-18,0.014938155541328824,9.8003613557076e-07,8.87849855037901e-16,0.00019343494643584246,2.9594995167930034e-16,6.468238494767016e-05
all,CG_count,label,0.03865711158564783,3.4464720483463117e-50,0.02214684992365062,1.433069130707027e-17,0.03865711158564783,3.4464720483463117e-50,0.011710546510136477,1.4455563245402674e-17,6.824014655725697e-48,2.8374768787999137e-15,2.2746715519085656e-48,9.540671741965766e-16
all,CG_count,entropy,0.034577171330446875,1.684095059009244e-40,0.021713338701197293,5.992568385937589e-17,,,,,3.3345082168383034e-38,1.1865285404156427e-14,,
AC,TT_count,heterozygosity,0.013794867930303602,0.005011729477260165,0.021026049859165053,1.8893458386901038e-05,,,,,0.9923224364975126,0.0037409047606064057,,
GT,AA_count,heterozygosity,0.013794867930303602,0.005011729477260165,0.021026049859165053,1.8893458386901038e-05,,,,,0.9923224364975126,0.0037409047606064057,,
all,CG_count,heterozygosity,0.03138734886069824,1.1365133005515679e-33,0.02029472899092224,5.3364980418253754e-15,,,,,2.2502963350921045e-31,1.0566266122814244e-12,,
GT,AA_count,entropy,0.009164674538786917,0.06227778780322784,0.020192501261585807,3.991559910491169e-05,,,,,12.331001985039112,0.007903288622772515,,
AC,TT_count,entropy,0.009164674538786917,0.06227778780322784,0.020192501261585807,3.991559910491169e-05,,,,,12.331001985039112,0.007903288622772515,,
all,TT_count,heterozygosity,0.0018109282150311694,0.48542481077014693,0.018766112215174605,4.840791574386698e-13,,,,,96.11411253248909,9.584767317285661e-11,,
all,AA_count,heterozygosity,0.001810928215031184,0.48542481077014693,0.018766112215174605,4.840791574386698e-13,,,,,96.11411253248909,9.584767317285661e-11,,
all,TT_count,entropy,-0.001976828464391014,0.44635121172560904,0.018137234951152128,2.8007089266910846e-12,,,,,88.37753992167059,5.545403674848347e-10,,
all,AA_count,entropy,-0.0019768284643909948,0.4463512117223678,0.018137234951152128,2.8007089266910846e-12,,,,,88.37753992102883,5.545403674848347e-10,,
CT,AG_count,label,0.023889707222065237,0.0027591513026935526,0.018025018062687838,0.02392147713116167,0.023889707222065237,0.0027591513026935526,0.019623763892172907,0.023926301197924105,0.5463119579333234,4.7364524719700105,0.18210398597777447,1.5791358790629908
AG,CT_count,label,0.023889707222065237,0.0027591513026935526,0.018025018062687838,0.02392147713116167,0.023889707222065237,0.0027591513026935526,0.019623763892172907,0.023926301197924105,0.5463119579333234,4.7364524719700105,0.18210398597777447,1.5791358790629908
AG,CG_count,entropy,0.00926330057877453,0.24582625899122007,0.016301503845092734,0.04111033054160712,,,,,48.67359928026158,8.13984544723821,,
CT,CG_count,entropy,0.00926330057877453,0.24582625899122007,0.016301503845092734,0.04111033054160712,,,,,48.67359928026158,8.13984544723821,,
AG,CG_count,heterozygosity,0.012598045229609962,0.1144813370822735,0.015794935779077087,0.04782281066005092,,,,,22.667304742290153,9.468916510690082,,
CT,CG_count,heterozygosity,0.012598045229609962,0.1144813370822735,0.015794935779077087,0.04782281066005092,,,,,22.667304742290153,9.468916510690082,,
AC,TT_count,label,0.011461808147125127,0.01972005564727947,0.01332361030285031,0.0067201568612425275,0.011461808147125127,0.01972005564727947,0.016364428433528366,0.00672160916277845,3.904571018161335,1.3305910585260206,1.3015236727204451,0.4436262047433777
GT,AA_count,label,0.011461808147125127,0.01972005564727947,0.01332361030285031,0.0067201568612425275,0.011461808147125127,0.01972005564727947,0.016364428433528366,0.00672160916277845,3.904571018161335,1.3305910585260206,1.3015236727204451,0.4436262047433777
AC,CG_count,entropy,0.024163133577533562,8.834363464989008e-07,0.011994116636330588,0.014690304481359438,,,,,0.00017492039660678237,2.908680287309169,,
GT,CG_count,entropy,0.024163133577533562,8.834363464989008e-07,0.011994116636330588,0.014690304481359438,,,,,0.00017492039660678237,2.908680287309169,,
all,GT_count,label,0.040072785511753944,8.410675627354273e-54,0.011128999557784873,1.809131058530086e-05,0.040072785511753944,8.410675627354273e-54,0.013311829720985435,1.8100362203021065e-05,1.665313774216146e-51,0.00358207949588957,5.55104591405382e-52,0.0011946239053993904
all,AC_count,label,0.040072785511753944,8.410675627354273e-54,0.011128999557784873,1.809131058530086e-05,0.040072785511753944,8.410675627354273e-54,0.013311829720985435,1.8100362203021065e-05,1.665313774216146e-51,0.00358207949588957,5.55104591405382e-52,0.0011946239053993904
GT,AG_count,label,0.016963487768281656,0.0005586113037144803,0.01003974749671464,0.04111860440493161,0.016963487768281656,0.0005586113037144803,0.012402704347342586,0.04112008555369725,0.1106050381354671,8.14148367217646,0.0368683460451557,2.7139256465440185
AC,CT_count,label,0.016963487768281656,0.0005586113037144803,0.01003974749671464,0.04111860440493161,0.016963487768281656,0.0005586113037144803,0.012402704347342586,0.04112008555369725,0.1106050381354671,8.14148367217646,0.0368683460451557,2.7139256465440185
AC,CG_count,heterozygosity,0.01667075772848101,0.0006953827470265329,0.009526894983696754,0.05262317936502939,,,,,0.13768578391125352,10.419389514275819,,
GT,CG_count,heterozygosity,0.01667075772848101,0.0006953827470265329,0.009526894983696754,0.05262317936502939,,,,,0.13768578391125352,10.419389514275819,,
CT,AA_count,label,0.017740373840187198,0.026234768302291746,0.007617923889113393,0.33988112020928296,0.017740373840187198,0.026234768302291746,0.00818642500338751,0.33986601826343743,5.194484123853766,67.29646180143803,1.7314947079512553,22.43115720538687
AG,TT_count,label,0.017740373840187198,0.026234768302291746,0.007617923889113393,0.33988112020928296,0.017740373840187198,0.026234768302291746,0.00818642500338751,0.33986601826343743,5.194484123853766,67.29646180143803,1.7314947079512553,22.43115720538687
AG,GT_count,label,0.03905838439289171,9.822182008269806e-07,0.006607442039806691,0.40778349601381114,0.03905838439289171,9.822182008269806e-07,0.0071478658128775185,0.40776728423441977,0.00019447920376374216,80.7411322107346,6.482640125458072e-05,26.912640759471707
CT,AC_count,label,0.03905838439289171,9.822182008269806e-07,0.006607442039806691,0.40778349601381114,0.03905838439289171,9.822182008269806e-07,0.0071478658128775185,0.40776728423441977,0.00019447920376374216,80.7411322107346,6.482640125458072e-05,26.912640759471707
CT,GG_count,label,0.00973601108389168,0.2225510313969928,0.005396928885299091,0.49895096550962115,0.00973601108389168,0.2225510313969928,0.00401302088977562,0.49893533324382267,44.065104216604574,98.79229117090499,14.688368072201525,32.92973199409229
AG,CC_count,label,0.00973601108389168,0.2225510313969928,0.005396928885299091,0.49895096550962115,0.00973601108389168,0.2225510313969928,0.00401302088977562,0.49893533324382267,44.065104216604574,98.79229117090499,14.688368072201525,32.92973199409229
CT,AC_count,heterozygosity,0.009497243519261756,0.2341024129674719,0.005068275658909521,0.525450472380502,,,,,46.352277767559436,104.03919353133941,,
AG,GT_count,heterozygosity,0.009497243519261756,0.2341024129674719,0.005068275658909521,0.525450472380502,,,,,46.352277767559436,104.03919353133941,,
GT,TT_count,label,0.005391497419357438,0.27275341577418744,0.005061342062404097,0.3032061028183007,0.005391497419357438,0.27275341577418744,0.00640068235665503,0.3032006610212806,54.00517632328911,60.03480835802353,18.001725441096372,20.01124362740452
AC,AA_count,label,0.005391497419357438,0.27275341577418744,0.005061342062404097,0.3032061028183007,0.005391497419357438,0.27275341577418744,0.00640068235665503,0.3032006610212806,54.00517632328911,60.03480835802353,18.001725441096372,20.01124362740452
AG,GT_count,entropy,0.008764516509164362,0.2721807076822527,0.004693301246048252,0.5565404043408899,,,,,53.891780121086036,110.19500005949621,,
CT,AC_count,entropy,0.008764516509164362,0.2721807076822527,0.004693301246048252,0.5565404043408899,,,,,53.891780121086036,110.19500005949621,,
CT,CT_count,label,0.027008787119609533,0.0007135384554701868,0.003461126016844332,0.6645665951118285,0.027008787119609533,0.0007135384554701868,0.003950620511880665,0.6645537959818428,0.141280614183097,131.58418583214203,0.04709353806103233,43.860550534801625
AG,AG_count,label,0.027008787119609533,0.0007135384554701868,0.003461126016844332,0.6645665951118285,0.027008787119609533,0.0007135384554701868,0.003950620511880665,0.6645537959818428,0.141280614183097,131.58418583214203,0.04709353806103233,43.860550534801625
GT,CT_count,label,0.007943577435295794,0.10611503200779053,0.0031469788573404377,0.5220695566571518,0.007943577435295794,0.10611503200779053,0.003880948185672639,0.5220633641911128,21.010776337542524,103.36977221811605,7.003592112514175,34.45618203661344
AC,AG_count,label,0.007943577435295794,0.10611503200779053,0.0031469788573404377,0.5220695566571518,0.007943577435295794,0.10611503200779053,0.003880948185672639,0.5220633641911128,21.010776337542524,103.36977221811605,7.003592112514175,34.45618203661344
AC,GT_count,label,0.01992877327325724,5.0283782905759685e-05,0.001928490386970526,0.6948417733691117,0.01992877327325724,5.0283782905759685e-05,0.0023687905408023013,0.6948371545800303,0.009956189015340417,137.5786711270841,0.003318729671780139,45.85925220228199
GT,AC_count,label,0.01992877327325724,5.0283782905759685e-05,0.001928490386970526,0.6948417733691117,0.01992877327325724,5.0283782905759685e-05,0.0023687905408023013,0.6948371545800303,0.009956189015340417,137.5786711270841,0.003318729671780139,45.85925220228199
AG,CC_count,heterozygosity,0.005134486273932795,0.5200545504998797,0.001856930336349893,0.8160413073756541,,,,,102.97080099897617,161.5761788603795,,
CT,GG_count,heterozygosity,0.005134486273932795,0.5200545504998797,0.001856930336349893,0.8160413073756541,,,,,102.97080099897617,161.5761788603795,,
CT,GG_count,entropy,0.0064610938571287016,0.41824763607510324,0.0012066664980853025,0.8798390398815217,,,,,82.81303194287044,174.2081298965413,,
AG,CC_count,entropy,0.0064610938571287016,0.41824763607510324,0.0012066664980853025,0.8798390398815217,,,,,82.81303194287044,174.2081298965413,,
AG,AG_count,heterozygosity,0.007616705652086206,0.33995835534745794,0.00037909979947954185,0.9621193030565216,,,,,67.31175435879668,190.49962200519127,,
CT,CT_count,heterozygosity,0.007616705652086206,0.33995835534745794,0.00037909979947954185,0.9621193030565216,,,,,67.31175435879668,190.49962200519127,,
CT,CT_count,entropy,0.009362571126678121,0.24080207330467507,-0.00037059649784858094,0.9629683590935961,,,,,47.67881051432566,190.66773510053204,,
AG,AG_count,entropy,0.009362571126678121,0.24080207330467507,-0.00037059649784858094,0.9629683590935961,,,,,47.67881051432566,190.66773510053204,,
CT,AA_count,heterozygosity,-0.000813837309761253,0.9187892786404939,-0.0012235034376268008,0.8781754006031747,,,,,181.9202771708178,173.87872931942857,,
AG,TT_count,heterozygosity,-0.000813837309761253,0.9187892786404939,-0.0012235034376268008,0.8781754006031747,,,,,181.9202771708178,173.87872931942857,,
AG,TT_count,entropy,-0.001447210208861498,0.8561250224536903,-0.0017915996589107752,0.8224034339865824,,,,,169.51275444583067,162.83587992934332,,
CT,AA_count,entropy,-0.001447210208861498,0.8561250224536903,-0.0017915996589107752,0.8224034339865824,,,,,169.51275444583067,162.83587992934332,,
AT,AG_count,entropy,0.007528375396462865,0.16363729290475984,-0.0018959361011390387,0.7257443644479954,,,,,32.40018399514245,143.69738416070308,,
AT,CT_count,entropy,0.007528375396462865,0.16363729290475984,-0.0018959361011390387,0.7257443644479954,,,,,32.40018399514245,143.69738416070308,,
AT,AG_count,heterozygosity,0.00727271283975051,0.17841969862213813,-0.002505305349346381,0.6429775166835066,,,,,35.32710032718335,127.3095483033343,,
AT,CT_count,heterozygosity,0.00727271283975051,0.17841969862213813,-0.002505305349346381,0.6429775166835066,,,,,35.32710032718335,127.3095483033343,,
AT,CG_count,entropy,-0.002073994837215175,0.7011733117684189,-0.0026221632142066726,0.6275619572661706,,,,,138.83231573014695,124.25726753870178,,
AC,AA_count,heterozygosity,-0.009593622647634538,0.0509886845308714,-0.0027457283949594703,0.5764785672048582,,,,,10.095759537112537,114.14275630656194,,
GT,TT_count,heterozygosity,-0.009593622647634538,0.0509886845308714,-0.0027457283949594703,0.5764785672048582,,,,,10.095759537112537,114.14275630656194,,
AT,CG_count,heterozygosity,-0.0031918244198094626,0.5548137025000397,-0.0038536528495974657,0.47583526931807774,,,,,109.85311309500786,94.21538332497938,,
GT,TT_count,entropy,-0.016466294436431134,0.0008087204619578271,-0.004482103757701936,0.36189930359884603,,,,,0.16012665146764976,71.65606211257152,,
AC,AA_count,entropy,-0.016466294436431134,0.0008087204619578271,-0.004482103757701936,0.36189930359884603,,,,,0.16012665146764976,71.65606211257152,,
GT,CC_count,entropy,-0.00266829187069471,0.5872787990350096,-0.005443159097390529,0.2681845597536448,,,,,116.2812022089319,53.100542831221674,,
AC,GG_count,entropy,-0.00266829187069471,0.5872787990350096,-0.005443159097390529,0.2681845597536448,,,,,116.2812022089319,53.100542831221674,,
GT,CC_count,heterozygosity,-0.01012166433749745,0.03949454406206497,-0.005708396693773264,0.2455570133406387,,,,,7.819919724288864,48.620288641446464,,
AC,GG_count,heterozygosity,-0.01012166433749745,0.03949454406206497,-0.005708396693773264,0.2455570133406387,,,,,7.819919724288864,48.620288641446464,,
AT,GG_count,entropy,-0.002847608149946853,0.5982810973439457,-0.005790323989629501,0.28401121782783034,,,,,118.45965727410126,56.23422112991041,,
AT,CC_count,entropy,-0.002847608149946853,0.5982810973439457,-0.005790323989629501,0.28401121782783034,,,,,118.45965727410126,56.23422112991041,,
AT,CG_count,label,-0.0017289510671517465,0.7490472436217785,-0.005796470580950698,0.28350035320573835,-0.0017289510671517465,0.7490472436217785,-0.002705864676744385,0.2834948753510599,148.31135423711214,56.13306993473619,49.43711807903738,18.710661773169953
AT,GG_count,heterozygosity,-0.005671850097664018,0.29397979705389504,-0.005878408903259789,0.2767496135194376,,,,,58.20799981667122,54.796423476848645,,
AT,CC_count,heterozygosity,-0.005671850097664018,0.29397979705389504,-0.005878408903259789,0.2767496135194376,,,,,58.20799981667122,54.796423476848645,,
AT,CC_count,label,-0.0057019553246057866,0.2914247333642322,-0.008822947781902065,0.10257845313899007,-0.0057019553246057866,0.2914247333642322,-0.007233787916324008,0.10257788643836827,57.702097206117976,20.310533721520034,19.234032402039325,6.770140504932305
AT,GG_count,label,-0.0057019553246057866,0.2914247333642322,-0.008822947781902065,0.10257845313899007,-0.0057019553246057866,0.2914247333642322,-0.007233787916324008,0.10257788643836827,57.702097206117976,20.310533721520034,19.234032402039325,6.770140504932305
all,GT_count,heterozygosity,-0.020494640155796714,2.885763042233691e-15,-0.01123849668756295,1.4950489555802388e-05,,,,,5.713810823622708e-13,0.002960196932048873,,
all,AC_count,heterozygosity,-0.020494640155796714,2.885763042233691e-15,-0.01123849668756295,1.4950489555802388e-05,,,,,5.713810823622708e-13,0.002960196932048873,,
all,GT_count,entropy,-0.02867267635285589,2.253437662278033e-28,-0.01135688761281834,1.2141725782880851e-05,,,,,4.461806571310506e-26,0.0024040617050104084,,
all,AC_count,entropy,-0.02867267635285589,2.253437662278033e-28,-0.01135688761281834,1.2141725782880851e-05,,,,,4.461806571310506e-26,0.0024040617050104084,,
all,AG_count,heterozygosity,-0.011086973042707254,1.9456231475821998e-05,-0.011517182380643531,9.131370503781985e-06,,,,,0.0038523338322127556,0.001808011359748833,,
all,CT_count,heterozygosity,-0.011086973042707254,1.9456231475821998e-05,-0.011517182380643531,9.131370503781985e-06,,,,,0.0038523338322127556,0.001808011359748833,,
all,CT_count,entropy,-0.007440189499641248,0.004155100454047758,-0.011568129115381031,8.334373967222391e-06,,,,,0.8227098899014561,0.0016502060455100334,,
all,AG_count,entropy,-0.007440189499641248,0.004155100454047758,-0.011568129115381031,8.334373967222391e-06,,,,,0.8227098899014561,0.0016502060455100334,,
AT,AA_count,label,-0.001997973505714978,0.7116273708438842,-0.014338938196690743,0.007973985535829918,-0.001997973505714978,0.7116273708438842,-0.02100224283159946,0.007975851883585964,140.90221942708905,1.5788491360943238,46.96740647569636,0.5264062243166736
AT,TT_count,label,-0.001997973505714978,0.7116273708438842,-0.014338938196690743,0.007973985535829918,-0.001997973505714978,0.7116273708438842,-0.02100224283159946,0.007975851883585964,140.90221942708905,1.5788491360943238,46.96740647569636,0.5264062243166736
