STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonf,spearman_pval_bonf,point_biserial_pval_bonf,rank_biserial_pval_bonf
AT,STR_length,entropy,0.5425679860843754,0.0,0.5652239551833916,0.0,,,,,0.0,0.0,,
AT,STR_length,heterozygosity,0.5340491988488921,0.0,0.5550293807553227,0.0,,,,,0.0,0.0,,
AT,STR_length,minor_freq,0.5034811722320353,0.0,0.5483956187688814,0.0,,,,,0.0,0.0,,
GT,STR_length,entropy,0.47813362223703365,0.0,0.5427194658317711,0.0,,,,,0.0,0.0,,
AC,STR_length,entropy,0.47813362223703365,0.0,0.5427194658317711,0.0,,,,,0.0,0.0,,
GT,STR_length,heterozygosity,0.45876053528827593,0.0,0.5391924471426002,0.0,,,,,0.0,0.0,,
AC,STR_length,heterozygosity,0.45876053528827593,0.0,0.5391924471426002,0.0,,,,,0.0,0.0,,
AC,STR_length,minor_freq,0.42700790421812584,0.0,0.5299103771594118,0.0,,,,,0.0,0.0,,
GT,STR_length,minor_freq,0.42700790421812584,0.0,0.5299103771594118,0.0,,,,,0.0,0.0,,
all,STR_length,entropy,0.43228411964311003,0.0,0.48132396090738805,0.0,,,,,0.0,0.0,,
all,STR_length,heterozygosity,0.42226220822579047,0.0,0.47686538007190615,0.0,,,,,0.0,0.0,,
all,STR_length,minor_freq,0.39552224902521976,0.0,0.467953318549353,0.0,,,,,0.0,0.0,,
GT,STR_length,label,0.4524407295511097,0.0,0.45814767684061797,0.0,0.4524407295511097,0.0,0.5355347831834509,0.0,0.0,0.0,0.0,0.0
AC,STR_length,label,0.4524407295511097,0.0,0.45814767684061797,0.0,0.4524407295511097,0.0,0.5355347831834509,0.0,0.0,0.0,0.0,0.0
CT,STR_length,entropy,0.29791106044473653,0.0,0.40213686682603583,0.0,,,,,0.0,0.0,,
AG,STR_length,entropy,0.29791106044473653,0.0,0.40213686682603583,0.0,,,,,0.0,0.0,,
CT,STR_length,heterozygosity,0.2705484559970874,1.8472393695099336e-303,0.3989816040906977,0.0,,,,,5.320049384188609e-301,0.0,,
AG,STR_length,heterozygosity,0.2705484559970874,1.8472393695099336e-303,0.3989816040906977,0.0,,,,,5.320049384188609e-301,0.0,,
all,STR_length,label,0.3863703985927137,0.0,0.3911335587890154,0.0,0.3863703985927137,0.0,0.4643353448516103,0.0,0.0,0.0,0.0,0.0
AG,STR_length,minor_freq,0.24805871395622242,6.8755573272074e-254,0.37835317327058154,0.0,,,,,1.980160510235731e-251,0.0,,
CT,STR_length,minor_freq,0.24805871395622242,6.8755573272074e-254,0.37835317327058154,0.0,,,,,1.980160510235731e-251,0.0,,
AT,STR_length,label,0.3271386612784863,0.0,0.3722017843053713,0.0,0.3271386612784863,0.0,0.5573248352962316,0.0,0.0,0.0,0.0,0.0
AG,STR_length,label,0.38033603429664764,0.0,0.3572536853232123,0.0,0.38033603429664764,0.0,0.4029487151657236,0.0,0.0,0.0,0.0,0.0
CT,STR_length,label,0.38033603429664764,0.0,0.3572536853232123,0.0,0.38033603429664764,0.0,0.4029487151657236,0.0,0.0,0.0,0.0,0.0
all,all_dinuc_count,entropy,0.1333263449039853,0.0,0.16271618441675748,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,heterozygosity,0.1312811243149715,0.0,0.16074337771359487,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,minor_freq,0.12115314128327352,0.0,0.15565643697239748,0.0,,,,,0.0,0.0,,
GT,all_dinuc_count,entropy,0.11705455143185792,6.293527575879511e-91,0.1479688925628246,1.0217261605523342e-144,,,,,1.812535941853299e-88,2.9425713423907226e-142,,
AC,all_dinuc_count,entropy,0.11705455143185792,6.293527575879511e-91,0.1479688925628246,1.0217261605523342e-144,,,,,1.812535941853299e-88,2.9425713423907226e-142,,
AC,all_dinuc_count,heterozygosity,0.10885864455259889,7.972533856341378e-79,0.14642677654773875,1.0013623317229935e-141,,,,,2.296089750626317e-76,2.883923515362221e-139,,
GT,all_dinuc_count,heterozygosity,0.10885864455259889,7.972533856341378e-79,0.14642677654773875,1.0013623317229935e-141,,,,,2.296089750626317e-76,2.883923515362221e-139,,
all,all_dinuc_count,label,0.15334084678997834,0.0,0.1401815109890292,0.0,0.15334084678997834,0.0,0.16905210546471705,0.0,0.0,0.0,0.0,0.0
GT,all_dinuc_count,minor_freq,0.09946815982188631,4.6783551862915974e-66,0.13868062838094578,3.416170356418775e-127,,,,,1.3473662936519801e-63,9.838570626486072e-125,,
AC,all_dinuc_count,minor_freq,0.09946815982188631,4.6783551862915974e-66,0.13868062838094578,3.416170356418775e-127,,,,,1.3473662936519801e-63,9.838570626486072e-125,,
CT,all_dinuc_count,entropy,0.1449566354474702,3.1402011266083345e-86,0.13224838119388616,5.800021641730499e-72,,,,,9.043779244632003e-84,1.6704062328183838e-69,,
AG,all_dinuc_count,entropy,0.1449566354474702,3.1402011266083345e-86,0.13224838119388616,5.800021641730499e-72,,,,,9.043779244632003e-84,1.6704062328183838e-69,,
AG,all_dinuc_count,heterozygosity,0.12921530927265984,9.313324595169351e-69,0.1313448123397122,5.326213575832822e-71,,,,,2.682237483408773e-66,1.5339495098398527e-68,,
CT,all_dinuc_count,heterozygosity,0.12921530927265984,9.313324595169351e-69,0.1313448123397122,5.326213575832822e-71,,,,,2.682237483408773e-66,1.5339495098398527e-68,,
AC,all_dinuc_count,label,0.14360381119911275,2.4653555259056906e-136,0.13033218147791606,1.9132627260700854e-112,0.14360381119911275,2.4653555259056906e-136,0.1545046669733755,1.6492410772388887e-111,7.100223914608389e-134,5.510196651081846e-110,1.7750559786520972e-134,1.187453575612e-109
