STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonf,spearman_pval_bonf,point_biserial_pval_bonf,rank_biserial_pval_bonf
GT,all_dinuc_count,label,0.22275192887662937,1.6991271792426717e-172,0.1770953470159535,9.38219385646066e-109,0.22275192887662937,1.6991271792426717e-172,0.20614856378078283,4.423645796962043e-107,4.8934862762188946e-170,2.70207183066067e-106,1.2233715690547236e-170,3.185024973812671e-105
AT,STR_length,entropy,0.07504575029113064,1.3918458730978884e-25,0.17666990559153498,1.7587541139725168e-135,,,,,4.0085161145219183e-23,5.065211848240848e-133,,
AT,STR_length,heterozygosity,0.08043914054076996,3.6997395940146077e-29,0.17660258576687857,2.2311965681020586e-135,,,,,1.065525003076207e-26,6.425846116133929e-133,,
AT,STR_length,label,0.17315672164905035,3.8197018353156795e-130,0.1731567216490564,3.819701835335115e-130,0.17315672164905035,3.8197018353156795e-130,0.18551022329490507,3.185872586261067e-128,1.1000741285709157e-127,1.100074128576513e-127,2.7501853214272893e-128,2.2938282621079682e-126
AT,STR_length,minor_freq,0.07603328631379332,3.216563874461374e-26,0.16740101366228458,1.2038855921321187e-121,,,,,9.263703958448757e-24,3.4671905053405016e-119,,
all,all_dinuc_count,label,0.19995441673114414,0.0,0.16194251534113446,0.0,0.19995441673114414,0.0,0.18685668624313612,0.0,0.0,0.0,0.0,0.0
all,AT_count,entropy,0.1833276124319432,0.0,0.14958708442717875,0.0,,,,,0.0,0.0,,
all,AT_count,heterozygosity,0.16600961543514578,0.0,0.14916439406028217,0.0,,,,,0.0,0.0,,
AT,all_dinuc_count,entropy,0.16437842153046525,2.6443688331811436e-117,0.14887608336555325,2.4471333297665535e-96,,,,,7.6157822395616935e-115,7.047743989727674e-94,,
AT,all_dinuc_count,heterozygosity,0.15181681906647118,3.7844564461488216e-100,0.14562055171647287,3.287033622299324e-92,,,,,1.0899234564908607e-97,9.466656832222052e-90,,
all,AT_count,minor_freq,0.149337735176648,0.0,0.14226435454140646,0.0,,,,,0.0,0.0,,
AT,all_dinuc_count,minor_freq,0.1323152129568744,2.5501772241430866e-76,0.14225975498459814,4.775793299678824e-88,,,,,7.34451040553209e-74,1.3754284703075014e-85,,
all,AT_count,label,0.17221291113405485,0.0,0.13294096546560027,3.2773793640784256e-275,0.17221291113405485,0.0,0.15175413969009044,8.507991506814204e-273,0.0,9.438852568545866e-273,0.0,6.125753884906227e-271
AT,AT_count,entropy,0.1693661407247266,1.6333852098910165e-124,0.12305635852185569,3.4656805251473563e-66,,,,,4.704149404486127e-122,9.981159912424386e-64,,
AT,AT_count,heterozygosity,0.15613818865670223,6.873210713309102e-106,0.12081104361061094,7.650215804079392e-64,,,,,1.9794846854330213e-103,2.203262151574865e-61,,
AT,AT_count,minor_freq,0.13622049330263522,8.048393899917527e-81,0.11826204846634489,3.0980530696704842e-61,,,,,2.3179374431762477e-78,8.922392840650995e-59,,
GT,STR_length,entropy,0.03933941253515848,1.0377690225352654e-06,0.11778319199203105,1.0145359401991609e-48,,,,,0.0002988774784901564,2.9218635077735833e-46,,
AC,STR_length,entropy,0.03933941253515848,1.0377690225352654e-06,0.11778319199203105,1.0145359401991609e-48,,,,,0.0002988774784901564,2.9218635077735833e-46,,
AC,STR_length,heterozygosity,0.04192471559849443,1.9337056800379144e-07,0.11706724257795734,3.794683400916115e-48,,,,,5.569072358509193e-05,1.092868819463841e-45,,
GT,STR_length,heterozygosity,0.04192471559849443,1.9337056800379144e-07,0.11706724257795734,3.794683400916115e-48,,,,,5.569072358509193e-05,1.092868819463841e-45,,
AT,all_dinuc_count,label,0.13802971440317827,5.953471815574936e-83,0.10894001484429455,3.5013027091223075e-52,0.13802971440317827,5.953471815574936e-83,0.13855903114125823,6.917752502883543e-52,1.7145998828855815e-80,1.0083751802272246e-49,4.286499707213954e-81,4.98078180207615e-50
AG,all_dinuc_count,entropy,0.13330406266289163,1.841984682173858e-41,0.10771952125922256,1.400691561085345e-27,,,,,5.304915884660711e-39,4.033991695925794e-25,,
CT,all_dinuc_count,entropy,0.13330406266289163,1.841984682173858e-41,0.10771952125922256,1.400691561085345e-27,,,,,5.304915884660711e-39,4.033991695925794e-25,,
AG,all_dinuc_count,heterozygosity,0.11225032018214032,8.050837264848898e-30,0.10769603188948103,1.437856858349965e-27,,,,,2.3186411322764826e-27,4.141027752047899e-25,,
CT,all_dinuc_count,heterozygosity,0.11225032018214032,8.050837264848898e-30,0.10769603188948103,1.437856858349965e-27,,,,,2.3186411322764826e-27,4.141027752047899e-25,,
all,STR_length,entropy,0.041788521976340524,1.2886550127976883e-28,0.10751942998196502,3.37841748652327e-180,,,,,3.7113264368573424e-26,9.729842361187017e-178,,
all,STR_length,heterozygosity,0.04418760031576498,8.401459605169371e-32,0.10698605715910416,2.003806953978901e-178,,,,,2.419620366288779e-29,5.770964027459235e-176,,
AG,all_dinuc_count,minor_freq,0.10141074059092503,1.2921962099150608e-24,0.10099882148062639,1.98918714850076e-24,,,,,3.7215250845553754e-22,5.7288589876821885e-22,,
CT,all_dinuc_count,minor_freq,0.10141074059092503,1.2921962099150608e-24,0.10099882148062639,1.98918714850076e-24,,,,,3.7215250845553754e-22,5.7288589876821885e-22,,
AC,AC_count,heterozygosity,0.1554368221816832,6.418824691904723e-84,0.09869731258044435,1.1686807731032286e-34,,,,,1.84862151126856e-81,3.3658006265372986e-32,,
GT,GT_count,heterozygosity,0.1554368221816832,6.418824691904723e-84,0.09869731258044435,1.1686807731032286e-34,,,,,1.84862151126856e-81,3.3658006265372986e-32,,
GT,STR_length,label,0.09859501354703873,1.3687183279988149e-34,0.09859501354704707,1.368718328000887e-34,0.09859501354703873,1.3687183279988149e-34,0.09875307922958032,1.964516420912419e-34,3.941908784636587e-32,3.9419087846425546e-32,9.854771961591468e-33,1.4144518230569416e-32
AC,STR_length,label,0.09859501354703873,1.3687183279988149e-34,0.09859501354704707,1.368718328000887e-34,0.09859501354703873,1.3687183279988149e-34,0.09875307922958032,1.964516420912419e-34,3.941908784636587e-32,3.9419087846425546e-32,9.854771961591468e-33,1.4144518230569416e-32
AC,AC_count,entropy,0.19661308278312528,4.405826482777414e-134,0.09835501901690337,1.9815811328203046e-34,,,,,1.2688780270398952e-131,5.706953662522477e-32,,
GT,GT_count,entropy,0.19661308278312528,4.405826482777414e-134,0.09835501901690337,1.9815811328203046e-34,,,,,1.2688780270398952e-131,5.706953662522477e-32,,
CT,STR_length,entropy,0.03947774273689401,6.945726998112984e-05,0.09741422135931961,7.884499221292225e-23,,,,,0.020003693754565396,2.270735775732161e-20,,
AG,STR_length,entropy,0.03947774273689401,6.945726998112984e-05,0.09741422135931961,7.884499221292225e-23,,,,,0.020003693754565396,2.270735775732161e-20,,
CT,STR_length,heterozygosity,0.03511603158894964,0.0004026766329953109,0.09651483480036405,1.9439243750728417e-22,,,,,0.11597087030264953,5.598502200209784e-20,,
AG,STR_length,heterozygosity,0.03511603158894964,0.0004026766329953109,0.09651483480036405,1.9439243750728417e-22,,,,,0.11597087030264953,5.598502200209784e-20,,
all,STR_length,label,0.09617249986623347,2.0600595320012775e-144,0.09617249986621682,2.060059532367368e-144,0.09617249986623347,2.0600595320012775e-144,0.09503395984506058,9.341317498940079e-144,5.932971452163679e-142,5.93297145321802e-142,1.4832428630409198e-142,6.725748599236857e-142
all,STR_length,minor_freq,0.04169750508738927,1.6886473771789998e-28,0.09525754857604872,1.0538208485986758e-141,,,,,4.8633044462755196e-26,3.035004043964186e-139,,
GT,STR_length,minor_freq,0.038871636235119834,1.3915210850437976e-06,0.09488927113731054,3.7473488373650505e-32,,,,,0.0004007580724926137,1.0792364651611346e-29,,
AC,STR_length,minor_freq,0.038871636235119834,1.3915210850437976e-06,0.09488927113731054,3.7473488373650505e-32,,,,,0.0004007580724926137,1.0792364651611346e-29,,
GT,GT_count,minor_freq,0.13302330212704927,9.191441194526512e-62,0.09422056404879024,1.0082449558762893e-31,,,,,2.6471350640236355e-59,2.903745472923713e-29,,
AC,AC_count,minor_freq,0.13302330212704927,9.191441194526512e-62,0.09422056404879024,1.0082449558762893e-31,,,,,2.6471350640236355e-59,2.903745472923713e-29,,
AG,all_dinuc_count,label,0.11100673495695768,3.389012965868512e-29,0.09276386891581642,7.656651800197093e-21,0.11100673495695768,3.389012965868512e-29,0.1095253963267021,9.208369773642935e-21,9.760357341701314e-27,2.2051157184567626e-18,2.4400893354253286e-27,6.630026237022913e-19
CT,all_dinuc_count,label,0.11100673495695768,3.389012965868512e-29,0.09276386891581642,7.656651800197093e-21,0.11100673495695768,3.389012965868512e-29,0.1095253963267021,9.208369773642935e-21,9.760357341701314e-27,2.2051157184567626e-18,2.4400893354253286e-27,6.630026237022913e-19
AT,AT_count,label,0.12120418218340621,2.9954723279449965e-64,0.091748677068295,1.8463132306257005e-37,0.12120418218340621,2.9954723279449965e-64,0.11640979077238611,2.5953663471001115e-37,8.62696030448159e-62,5.317382104202018e-35,2.1567400761203976e-62,1.8686637699120803e-35
AG,AA_count,entropy,0.07172102479621519,4.697891180662724e-13,0.08959909409809555,1.517406072553106e-19,,,,,1.3529926600308643e-10,4.370129488952945e-17,,
CT,TT_count,entropy,0.07172102479621519,4.697891180662724e-13,0.08959909409809555,1.517406072553106e-19,,,,,1.3529926600308643e-10,4.370129488952945e-17,,
AG,AA_count,heterozygosity,0.06438344836073076,8.466477150254852e-11,0.08917887486514862,2.2385212801582943e-19,,,,,2.4383454192733973e-08,6.446941286855888e-17,,
CT,TT_count,heterozygosity,0.06438344836073076,8.466477150254852e-11,0.08917887486514862,2.2385212801582943e-19,,,,,2.4383454192733973e-08,6.446941286855888e-17,,
AG,STR_length,label,0.08433697856703672,1.7331224078841242e-17,0.08433697856702772,1.7331224078926957e-17,0.08433697856703672,1.7331224078841242e-17,0.08563006381494731,1.96449082697213e-17,4.9913925347062775e-15,4.991392534730963e-15,1.2478481336765694e-15,1.4144333954199337e-15
CT,STR_length,label,0.08433697856703672,1.7331224078841242e-17,0.08433697856702772,1.7331224078926957e-17,0.08433697856703672,1.7331224078841242e-17,0.08563006381494731,1.96449082697213e-17,4.9913925347062775e-15,4.991392534730963e-15,1.2478481336765694e-15,1.4144333954199337e-15
GT,GT_count,label,0.17356855007481845,1.774071942666494e-104,0.08406548778009373,1.4355455273222059e-25,0.17356855007481845,1.774071942666494e-104,0.09706698880673037,1.73531988154963e-25,5.109327194879503e-102,4.134371118687953e-23,1.2773317987198757e-102,1.2494303147157337e-23
AC,AC_count,label,0.17356855007481845,1.774071942666494e-104,0.08406548778009373,1.4355455273222059e-25,0.17356855007481845,1.774071942666494e-104,0.09706698880673037,1.73531988154963e-25,5.109327194879503e-102,4.134371118687953e-23,1.2773317987198757e-102,1.2494303147157337e-23
CT,STR_length,minor_freq,0.032440578881464205,0.0010808309862409742,0.08337364818159916,4.00120009668158e-17,,,,,0.31127932403740055,1.1523456278442951e-14,,
AG,STR_length,minor_freq,0.032440578881464205,0.0010808309862409742,0.08337364818159916,4.00120009668158e-17,,,,,0.31127932403740055,1.1523456278442951e-14,,
CT,TT_count,minor_freq,0.060088251148417086,1.3769259969101453e-09,0.08214774353876496,1.1445427106127103e-16,,,,,3.9655468711012185e-07,3.296283006564606e-14,,
AG,AA_count,minor_freq,0.060088251148417086,1.3769259969101453e-09,0.08214774353876496,1.1445427106127103e-16,,,,,3.9655468711012185e-07,3.296283006564606e-14,,
CT,TT_count,label,0.09676474619868616,1.5140683642815502e-22,0.08044118488964631,4.818737594035122e-16,0.09676474619868616,1.5140683642815502e-22,0.09376595465274007,5.343413223660697e-16,4.3605168891308645e-20,1.3877964270821152e-13,1.0901292222827161e-20,3.847257521035702e-14
AG,AA_count,label,0.09676474619868616,1.5140683642815502e-22,0.08044118488964631,4.818737594035122e-16,0.09676474619868616,1.5140683642815502e-22,0.09376595465274007,5.343413223660697e-16,4.3605168891308645e-20,1.3877964270821152e-13,1.0901292222827161e-20,3.847257521035702e-14
AC,AT_count,heterozygosity,0.08862914268149272,3.008974421333123e-28,0.05733519284276709,1.0654406795155173e-12,,,,,8.665846333439394e-26,3.06846915700469e-10,,
GT,AT_count,heterozygosity,0.08862914268149272,3.008974421333123e-28,0.05733519284276709,1.0654406795155173e-12,,,,,8.665846333439394e-26,3.06846915700469e-10,,
AC,AT_count,entropy,0.09744348585738132,8.012598522086668e-34,0.05717418493079913,1.2319115263200403e-12,,,,,2.3076283743609603e-31,3.5479051958017163e-10,,
GT,AT_count,entropy,0.09744348585738132,8.012598522086668e-34,0.05717418493079913,1.2319115263200403e-12,,,,,2.3076283743609603e-31,3.5479051958017163e-10,,
AT,AC_count,heterozygosity,0.05439537518687131,3.6492616846263284e-14,0.05505792173364792,1.7841463513211288e-14,,,,,1.0509873651723826e-11,5.138341491804851e-12,,
AT,GT_count,heterozygosity,0.05439537518687131,3.6492616846263284e-14,0.05505792173364792,1.7841463513211288e-14,,,,,1.0509873651723826e-11,5.138341491804851e-12,,
AT,GT_count,entropy,0.05753001784946962,1.1468099648123363e-15,0.05498332470160961,1.934657642442326e-14,,,,,3.3028126986595284e-13,5.571814010233898e-12,,
AT,AC_count,entropy,0.05753001784946962,1.1468099648123363e-15,0.05498332470160961,1.934657642442326e-14,,,,,3.3028126986595284e-13,5.571814010233898e-12,,
GT,AT_count,label,0.12498588020310927,1.1072436005529864e-54,0.054721734897360264,1.070776405209933e-11,0.12498588020310927,1.1072436005529864e-54,0.06299609809905804,1.1067455677721039e-11,3.188861569592601e-52,3.0838360470046073e-09,7.972153923981502e-53,7.968568087959148e-10
AC,AT_count,label,0.12498588020310927,1.1072436005529864e-54,0.054721734897360264,1.070776405209933e-11,0.12498588020310927,1.1072436005529864e-54,0.06299609809905804,1.1067455677721039e-11,3.188861569592601e-52,3.0838360470046073e-09,7.972153923981502e-53,7.968568087959148e-10
AC,CG_count,entropy,0.04796393268507197,2.5805695877890533e-09,0.053217711969188265,3.85415825703756e-11,,,,,7.432040412832474e-07,1.1099975780268173e-08,,
GT,CG_count,entropy,0.04796393268507197,2.5805695877890533e-09,0.053217711969188265,3.85415825703756e-11,,,,,7.432040412832474e-07,1.1099975780268173e-08,,
AT,AC_count,minor_freq,0.048938942077743616,9.604145563085416e-12,0.052656881225506866,2.292179443028575e-13,,,,,2.7659939221685995e-09,6.601476795922296e-11,,
AT,GT_count,minor_freq,0.048938942077743616,9.604145563085416e-12,0.052656881225506866,2.292179443028575e-13,,,,,2.7659939221685995e-09,6.601476795922296e-11,,
GT,CG_count,heterozygosity,0.03919554402943953,1.1361391547010802e-06,0.0526346016886551,6.274166329582834e-11,,,,,0.0003272080765539111,1.8069599029198563e-08,,
AC,CG_count,heterozygosity,0.03919554402943953,1.1361391547010802e-06,0.0526346016886551,6.274166329582834e-11,,,,,0.0003272080765539111,1.8069599029198563e-08,,
GT,AT_count,minor_freq,0.079945211145662,2.845500905111773e-23,0.051571910991549216,1.5047278686542178e-10,,,,,8.195042606721906e-21,4.3336162617241475e-08,,
AC,AT_count,minor_freq,0.079945211145662,2.845500905111773e-23,0.051571910991549216,1.5047278686542178e-10,,,,,8.195042606721906e-21,4.3336162617241475e-08,,
AT,AC_count,label,0.07175542602256826,1.5984324471646397e-23,0.04970991159337056,4.523947513865245e-12,0.07175542602256826,1.5984324471646397e-23,0.061726749612851184,4.6538395126045955e-12,4.603485447834162e-21,1.3028968839931907e-09,1.1508713619585405e-21,3.3507644490753085e-10
AT,GT_count,label,0.07175542602256826,1.5984324471646397e-23,0.04970991159337056,4.523947513865245e-12,0.07175542602256826,1.5984324471646397e-23,0.061726749612851184,4.6538395126045955e-12,4.603485447834162e-21,1.3028968839931907e-09,1.1508713619585405e-21,3.3507644490753085e-10
GT,CG_count,minor_freq,0.029799826013979215,0.00021619249691369385,0.04884239099156144,1.3155193747489083e-09,,,,,0.06226343911114383,3.788695799276856e-07,,
AC,CG_count,minor_freq,0.029799826013979215,0.00021619249691369385,0.04884239099156144,1.3155193747489083e-09,,,,,0.06226343911114383,3.788695799276856e-07,,
GT,CG_count,label,0.06945368943363221,6.1149468714820676e-18,0.044250723686807804,3.914067460169934e-08,0.06945368943363221,6.1149468714820676e-18,0.027140934905892755,3.968264108831884e-08,1.7611046989868355e-15,1.127251428528941e-05,4.4027617474670887e-16,2.8571501583589567e-06
AC,CG_count,label,0.06945368943363221,6.1149468714820676e-18,0.044250723686807804,3.914067460169934e-08,0.06945368943363221,6.1149468714820676e-18,0.027140934905892755,3.968264108831884e-08,1.7611046989868355e-15,1.127251428528941e-05,4.4027617474670887e-16,2.8571501583589567e-06
AG,AT_count,entropy,0.12241107399039822,3.480355815137594e-35,0.03429571571974779,0.0005490321554201,,,,,1.0023424747596271e-32,0.1581212607609888,,
CT,AT_count,entropy,0.12241107399039822,3.480355815137594e-35,0.03429571571974779,0.0005490321554201,,,,,1.0023424747596271e-32,0.1581212607609888,,
AG,AT_count,heterozygosity,0.10269549463196166,3.3272939941461474e-25,0.0340191724110233,0.000608633079794219,,,,,9.582606703140904e-23,0.17528632698073507,,
CT,AT_count,heterozygosity,0.10269549463196166,3.3272939941461474e-25,0.0340191724110233,0.000608633079794219,,,,,9.582606703140904e-23,0.17528632698073507,,
all,AA_count,label,0.040310196132864615,9.676775095818472e-27,0.032074865741425373,1.645158503298199e-17,0.040310196132864615,9.676775095818472e-27,0.03637422013850278,1.675254218850275e-17,2.7869112275957197e-24,4.738056489498813e-15,6.967278068989299e-25,1.206183037572198e-15
all,TT_count,label,0.040310196132864615,9.676775095818472e-27,0.032074865741425373,1.645158503298199e-17,0.040310196132864615,9.676775095818472e-27,0.03637422013850278,1.675254218850275e-17,2.7869112275957197e-24,4.738056489498813e-15,6.967278068989299e-25,1.206183037572198e-15
all,AA_count,heterozygosity,0.01370822802979311,0.0002736829995440546,0.031445692769568524,6.866187800554878e-17,,,,,0.07882070386868772,1.977462086559805e-14,,
all,TT_count,heterozygosity,0.01370822802979311,0.0002736829995440546,0.031445692769568524,6.866187800554878e-17,,,,,0.07882070386868772,1.977462086559805e-14,,
all,AA_count,entropy,0.012386795881168366,0.0010083147978722,0.031120538259788017,1.4213219543865945e-16,,,,,0.2903946617871936,4.093407228633392e-14,,
all,TT_count,entropy,0.012386795881168366,0.0010083147978722,0.031120538259788017,1.4213219543865945e-16,,,,,0.2903946617871936,4.093407228633392e-14,,
CT,AT_count,minor_freq,0.10196850447782625,7.185061086673722e-25,0.030737448071099658,0.001955493547417415,,,,,2.069297592962032e-22,0.5631821416562156,,
AG,AT_count,minor_freq,0.10196850447782625,7.185061086673722e-25,0.030737448071099658,0.001955493547417415,,,,,2.069297592962032e-22,0.5631821416562156,,
all,GT_count,heterozygosity,0.0701605751635483,1.3336855849197535e-77,0.03010353459190674,1.3192615106112268e-15,,,,,3.84101448456889e-75,3.799473150560333e-13,,
all,AC_count,heterozygosity,0.0701605751635483,1.3336855849197535e-77,0.03010353459190674,1.3192615106112268e-15,,,,,3.84101448456889e-75,3.799473150560333e-13,,
all,AC_count,entropy,0.0849453056578322,5.492271030033431e-113,0.0298058593338216,2.4982572588897652e-15,,,,,1.581774056649628e-110,7.194980905602524e-13,,
all,GT_count,entropy,0.0849453056578322,5.492271030033431e-113,0.0298058593338216,2.4982572588897652e-15,,,,,1.581774056649628e-110,7.194980905602524e-13,,
all,AC_count,minor_freq,0.06007106852224128,2.4173896842694622e-57,0.028585643747872706,3.208969174704195e-14,,,,,6.962082290696051e-55,9.241831223148081e-12,,
all,GT_count,minor_freq,0.06007106852224128,2.4173896842694622e-57,0.028585643747872706,3.208969174704195e-14,,,,,6.962082290696051e-55,9.241831223148081e-12,,
CT,AT_count,label,0.059035938667343,2.6509312846155545e-09,0.02752184127263174,0.00555769894595763,0.059035938667343,2.6509312846155545e-09,0.03150471726492998,0.005563232144017519,7.634682099692797e-07,1.6006172964357974,1.9086705249231992e-07,0.4005527143692614
AG,AT_count,label,0.059035938667343,2.6509312846155545e-09,0.02752184127263174,0.00555769894595763,0.059035938667343,2.6509312846155545e-09,0.03150471726492998,0.005563232144017519,7.634682099692797e-07,1.6006172964357974,1.9086705249231992e-07,0.4005527143692614
all,AA_count,minor_freq,0.01345208599083314,0.0003556037106454324,0.027282189152129762,4.3759054660124307e-13,,,,,0.10241386866588453,1.26026077421158e-10,,
all,TT_count,minor_freq,0.01345208599083314,0.0003556037106454324,0.027282189152129762,4.3759054660124307e-13,,,,,0.10241386866588453,1.26026077421158e-10,,
CT,AA_count,minor_freq,0.019805272753098006,0.04602351683005626,0.027009398433113497,0.006505549445971773,,,,,13.254772847056202,1.8735982404398706,,
AG,TT_count,minor_freq,0.019805272753098006,0.04602351683005626,0.027009398433113497,0.006505549445971773,,,,,13.254772847056202,1.8735982404398706,,
AC,GT_count,label,0.06661405519920087,1.2661447942588992e-16,0.024109332797251866,0.0027655363451632854,0.06661405519920087,1.2661447942588992e-16,0.027342718338042693,0.002768175455344633,3.64649700746563e-14,0.7964744674070262,9.116242518664075e-15,0.1993086327848136
GT,AC_count,label,0.06661405519920087,1.2661447942588992e-16,0.024109332797251866,0.0027655363451632854,0.06661405519920087,1.2661447942588992e-16,0.027342718338042693,0.002768175455344633,3.64649700746563e-14,0.7964744674070262,9.116242518664075e-15,0.1993086327848136
CT,AA_count,label,0.030641752450277587,0.0020200837715046854,0.024017564446511975,0.01553612068503072,0.030641752450277587,0.0020200837715046854,0.027372251036993922,0.01554354593738395,0.5817841261933494,4.474402757288847,0.14544603154833735,1.1191353074916444
AG,TT_count,label,0.030641752450277587,0.0020200837715046854,0.024017564446511975,0.01553612068503072,0.030641752450277587,0.0020200837715046854,0.027372251036993922,0.01554354593738395,0.5817841261933494,4.474402757288847,0.14544603154833735,1.1191353074916444
all,AC_count,label,0.08275538895545692,2.5713965364958107e-107,0.02381128279034493,2.588819483087327e-10,0.08275538895545692,2.5713965364958107e-107,0.026925115380234566,2.60274910866185e-10,7.405622025107934e-105,7.455800111291503e-08,1.8514055062769835e-105,1.8739793582365318e-08
all,GT_count,label,0.08275538895545692,2.5713965364958107e-107,0.02381128279034493,2.588819483087327e-10,0.08275538895545692,2.5713965364958107e-107,0.026925115380234566,2.60274910866185e-10,7.405622025107934e-105,7.455800111291503e-08,1.8514055062769835e-105,1.8739793582365318e-08
CT,CG_count,label,0.022983961619024218,0.02058686665078895,0.022878664744368782,0.021174089168557255,0.022983961619024218,0.02058686665078895,0.012262780188228128,0.02118187598099895,5.929017595427218,6.09813768054449,1.4822543988568044,1.5250950706319246
AG,CG_count,label,0.022983961619024218,0.02058686665078895,0.022878664744368782,0.021174089168557255,0.022983961619024218,0.02058686665078895,0.012262780188228128,0.02118187598099895,5.929017595427218,6.09813768054449,1.4822543988568044,1.5250950706319246
GT,AC_count,heterozygosity,0.04385195093628783,5.1770013176697605e-08,0.02266419341641139,0.004904604497653243,,,,,1.490976379488891e-05,1.412526095324134,,
AC,GT_count,heterozygosity,0.04385195093628783,5.1770013176697605e-08,0.02266419341641139,0.004904604497653243,,,,,1.490976379488891e-05,1.412526095324134,,
CT,CG_count,minor_freq,0.011033899023878715,0.2663632230135673,0.02203739312034537,0.02641248263209486,,,,,76.71260822790738,7.60679499804332,,
AG,CG_count,minor_freq,0.011033899023878715,0.2663632230135673,0.02203739312034537,0.02641248263209486,,,,,76.71260822790738,7.60679499804332,,
AC,GT_count,entropy,0.0502938998000921,4.211760535363183e-10,0.021947078587063473,0.006445777274780153,,,,,1.2129870341845967e-07,1.8563838551366842,,
GT,AC_count,entropy,0.0502938998000921,4.211760535363183e-10,0.021947078587063473,0.006445777274780153,,,,,1.2129870341845967e-07,1.8563838551366842,,
AG,CG_count,heterozygosity,0.013836196337090387,0.16338268735418202,0.020296233356426774,0.040889685498628314,,,,,47.05421395800442,11.776229423604955,,
CT,CG_count,heterozygosity,0.013836196337090387,0.16338268735418202,0.020296233356426774,0.040889685498628314,,,,,47.05421395800442,11.776229423604955,,
AG,CG_count,entropy,0.01566406920717332,0.11458032876404796,0.02020048130723078,0.04185099262255871,,,,,32.99913468404581,12.053085875296908,,
CT,CG_count,entropy,0.01566406920717332,0.11458032876404796,0.02020048130723078,0.04185099262255871,,,,,32.99913468404581,12.053085875296908,,
GT,AC_count,minor_freq,0.03860745002533741,1.6398645216443321e-06,0.019343595799728986,0.016351475985452717,,,,,0.00047228098223356765,4.709225083810383,,
AC,GT_count,minor_freq,0.03860745002533741,1.6398645216443321e-06,0.019343595799728986,0.016351475985452717,,,,,0.00047228098223356765,4.709225083810383,,
CT,AA_count,heterozygosity,0.020583704959167323,0.03811527516063386,0.01736542532068219,0.08023082259128213,,,,,10.97719924626255,23.106476906289252,,
AG,TT_count,heterozygosity,0.020583704959167323,0.03811527516063386,0.01736542532068219,0.08023082259128213,,,,,10.97719924626255,23.106476906289252,,
CT,AA_count,entropy,0.021865179890191697,0.027613127587906593,0.01711013048846939,0.08477523477828783,,,,,7.952580745317099,24.415267616146895,,
AG,TT_count,entropy,0.021865179890191697,0.027613127587906593,0.01711013048846939,0.08477523477828783,,,,,7.952580745317099,24.415267616146895,,
all,CG_count,minor_freq,0.008999510211065914,0.01689591531684337,0.008776386771871347,0.0198202469420285,,,,,4.86602361125089,5.708231119304208,,
all,CG_count,label,0.028438941028927883,4.331474846657331e-14,0.008555653629481396,0.02313871269988505,0.028438941028927883,4.331474846657331e-14,0.004620497189573358,0.02313978904488709,1.2474647558373112e-11,6.663949257566895,3.118661889593278e-12,1.6660648112318706
all,CG_count,entropy,0.018297159524370627,1.1894881858677395e-06,0.008542173606515541,0.023356154430854793,,,,,0.000342572597529909,6.72657247608618,,
all,CG_count,heterozygosity,0.013961438985638322,0.0002103595778813441,0.0082533750437522,0.028459567686419444,,,,,0.0605835584298271,8.1963554936888,,
