STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonferonni,spearman_pval_bonferonni,point_biserial_pval_bonferonni,rank_biserial_pval_bonferonni
GT,AT_count,label,0.06191561952850453,1.0130894295948358e-41,0.0377963138839426,1.5116327526204722e-16,0.06191561952850453,1.0130894295948358e-41,0.050521811142269724,1.5477483362706539e-16,2.005917070597775e-39,2.993032850188535e-14,6.686390235325916e-40,1.0215139019386316e-14
GT,AG_count,heterozygosity,0.03312011264504364,4.703822119923131e-13,0.03762017806620536,2.0851278197150094e-16,,,,,9.313567797447799e-11,4.128553083035719e-14,,
AC,CT_count,heterozygosity,0.03312011264504364,4.703822119923131e-13,0.03762017806620536,2.0851278197150094e-16,,,,,9.313567797447799e-11,4.128553083035719e-14,,
CT,AT_count,entropy,0.056602455838707294,9.54904178961504e-16,0.0372256579175526,1.2895056885469062e-07,,,,,1.890710274343778e-13,2.5532212633228745e-05,,
AG,AT_count,entropy,0.056602455838707294,9.54904178961504e-16,0.0372256579175526,1.2895056885469062e-07,,,,,1.890710274343778e-13,2.5532212633228745e-05,,
CT,AT_count,heterozygosity,0.06646659849716924,3.901578733988138e-21,0.03714117579823103,1.376633836941848e-07,,,,,7.725125893296513e-19,2.7257349971448594e-05,,
AG,AT_count,heterozygosity,0.06646659849716924,3.901578733988138e-21,0.03714117579823103,1.376633836941848e-07,,,,,7.725125893296513e-19,2.7257349971448594e-05,,
all,all_dinuc_count,entropy,-0.029192819283035555,8.175618399795915e-35,0.03679590005505426,2.711151786209184e-54,,,,,1.618772443159591e-32,5.3680805366941846e-52,,
AT,AT_count,heterozygosity,0.006935966930490907,0.1546142918057231,0.03592991737331166,1.6318817836196452e-13,,,,,30.61362977753317,3.2311259315668975e-11,,
AT,AT_count,entropy,-0.016793284425420742,0.0005677490624995779,0.03561817887692826,2.633824079614865e-13,,,,,0.11241431437491642,5.214971677637432e-11,,
all,all_dinuc_count,heterozygosity,-0.013685939422814519,7.959981001952305e-09,0.03555505538026745,8.249672515215571e-51,,,,,1.5760762383865564e-06,1.6334351580126832e-48,,
AT,AC_count,label,0.04501179574211068,2.4185901674099822e-20,0.03517805412856429,5.141843709008903e-13,0.04501179574211068,2.4185901674099822e-20,0.05451585777029344,5.22213680901445e-13,4.7888085314717645e-18,1.0180850543837627e-10,1.5962695104905882e-18,3.446610293949537e-11
AT,GT_count,label,0.04501179574211068,2.4185901674099822e-20,0.03517805412856429,5.141843709008903e-13,0.04501179574211068,2.4185901674099822e-20,0.05451585777029344,5.22213680901445e-13,4.7888085314717645e-18,1.0180850543837627e-10,1.5962695104905882e-18,3.446610293949537e-11
CT,AT_count,label,0.05611604288638363,1.673976916810917e-15,0.0311847439788002,9.734381518353848e-06,0.05611604288638363,1.673976916810917e-15,0.03426033994559807,9.775571599471245e-06,3.3144742952856156e-13,0.0019274075406340617,1.1048247650952052e-13,0.0006451877255651022
AG,AT_count,label,0.05611604288638363,1.673976916810917e-15,0.0311847439788002,9.734381518353848e-06,0.05611604288638363,1.673976916810917e-15,0.03426033994559807,9.775571599471245e-06,3.3144742952856156e-13,0.0019274075406340617,1.1048247650952052e-13,0.0006451877255651022
AT,AC_count,entropy,0.00324072420648494,0.506008820837529,0.030400020015096042,4.3714348981869244e-10,,,,,100.18974652583073,8.65544109841011e-08,,
AT,GT_count,entropy,0.00324072420648494,0.506008820837529,0.030400020015096042,4.3714348981869244e-10,,,,,100.18974652583073,8.65544109841011e-08,,
AT,AC_count,heterozygosity,0.01169719781412028,0.016368744433377012,0.03020052502794864,5.675658906531547e-10,,,,,3.2410113978086486,1.1237804634932463e-07,,
AT,GT_count,heterozygosity,0.01169719781412028,0.016368744433377012,0.03020052502794864,5.675658906531547e-10,,,,,3.2410113978086486,1.1237804634932463e-07,,
GT,CT_count,entropy,0.03076023579427714,1.8432357545026806e-11,0.028974587931273155,2.4870980605438937e-10,,,,,3.6496067939153078e-09,4.92445415987691e-08,,
AC,AG_count,entropy,0.03076023579427714,1.8432357545026806e-11,0.028974587931273155,2.4870980605438937e-10,,,,,3.6496067939153078e-09,4.92445415987691e-08,,
all,AA_count,label,0.030151006870816895,5.043423087211853e-37,0.02834434866393262,6.461915387603314e-33,0.030151006870816895,5.043423087211853e-37,0.03606485738995402,6.647265827925189e-33,9.985977712679468e-35,1.2794592467454562e-30,3.328659237559823e-35,4.3871954464306245e-31
all,TT_count,label,0.030151006870816895,5.043423087211853e-37,0.02834434866393262,6.461915387603314e-33,0.030151006870816895,5.043423087211853e-37,0.03606485738995402,6.647265827925189e-33,9.985977712679468e-35,1.2794592467454562e-30,3.328659237559823e-35,4.3871954464306245e-31
AC,AG_count,heterozygosity,0.02392764148221035,1.7394179879623674e-07,0.028167028282718564,7.682730485051754e-10,,,,,3.4440476161654874e-05,1.5211806360402473e-07,,
GT,CT_count,heterozygosity,0.02392764148221035,1.7394179879623674e-07,0.028167028282718564,7.682730485051754e-10,,,,,3.4440476161654874e-05,1.5211806360402473e-07,,
AG,CG_count,label,0.02973357228590946,2.474913776670739e-05,0.024675947920803586,0.00046610041213820534,0.02973357228590946,2.474913776670739e-05,0.010673729162370305,0.0004668100508665354,0.004900329277808063,0.09228788160336465,0.0016334430926026877,0.030809463357191334
CT,CG_count,label,0.02973357228590946,2.474913776670739e-05,0.024675947920803586,0.00046610041213820534,0.02973357228590946,2.474913776670739e-05,0.010673729162370305,0.0004668100508665354,0.004900329277808063,0.09228788160336465,0.0016334430926026877,0.030809463357191334
GT,CG_count,label,0.03901281616760041,1.575085371828943e-17,0.023355945460250906,3.39030455735756e-07,0.03901281616760041,1.575085371828943e-17,0.015265231485797282,3.4013612499699494e-07,3.1186690362213074e-15,6.71280302356797e-05,1.0395563454071025e-15,2.2448984249801665e-05
AC,CG_count,label,0.03901281616760041,1.575085371828943e-17,0.023355945460250906,3.39030455735756e-07,0.03901281616760041,1.575085371828943e-17,0.015265231485797282,3.4013612499699494e-07,3.1186690362213074e-15,6.71280302356797e-05,1.0395563454071025e-15,2.2448984249801665e-05
all,CG_count,entropy,0.03316213053387716,1.9886530035652373e-44,0.02060958331839294,3.673228362937335e-18,,,,,3.93753294705917e-42,7.2729921586159235e-16,,
GT,AA_count,heterozygosity,0.015409965993445532,0.0007657489532454191,0.020454606581635913,7.9462682235829e-06,,,,,0.151618292742593,0.0015733611082694142,,
AC,TT_count,heterozygosity,0.015409965993445532,0.0007657489532454191,0.020454606581635913,7.9462682235829e-06,,,,,0.151618292742593,0.0015733611082694142,,
AC,TT_count,entropy,0.01118298922034404,0.014613223225788815,0.019786571887927262,1.555207595839507e-05,,,,,2.8934181987061853,0.003079311039762224,,
GT,AA_count,entropy,0.01118298922034404,0.014613223225788815,0.019786571887927262,1.555207595839507e-05,,,,,2.8934181987061853,0.003079311039762224,,
all,CG_count,heterozygosity,0.03025711266496313,2.8423610685496542e-37,0.01953575529768006,1.7852290823884178e-16,,,,,5.627874915728315e-35,3.534753583129067e-14,,
all,CG_count,label,0.03270416902524139,2.9489774398942508e-43,0.019198339182039732,5.801200845522356e-16,0.03270416902524139,2.9489774398942508e-43,0.01071443644568637,5.835214947115993e-16,5.838975330990616e-41,1.1486377674134265e-13,1.9463251103302056e-41,3.8512418650965556e-14
CT,AG_count,entropy,0.031892177644989465,6.0860373368466354e-06,0.01903241121092903,0.0069550121836698215,,,,,0.0012050353926956337,1.3770924123666246,,
AG,CT_count,entropy,0.031892177644989465,6.0860373368466354e-06,0.01903241121092903,0.0069550121836698215,,,,,0.0012050353926956337,1.3770924123666246,,
CT,AG_count,heterozygosity,0.029460001736116816,2.9375009705640635e-05,0.01885673040926074,0.007493615909687455,,,,,0.005816251921716846,1.4837359501181162,,
AG,CT_count,heterozygosity,0.029460001736116816,2.9375009705640635e-05,0.01885673040926074,0.007493615909687455,,,,,0.005816251921716846,1.4837359501181162,,
AG,CG_count,entropy,0.006426617957747478,0.362144139019373,0.018068032519917523,0.010400870835151186,,,,,71.70453952583586,2.0593724253599346,,
CT,CG_count,entropy,0.006426617957747478,0.362144139019373,0.018068032519917523,0.010400870835151186,,,,,71.70453952583586,2.0593724253599346,,
all,AA_count,heterozygosity,-0.0012586338610743784,0.5957292097215091,0.01801832287553328,3.0570927183336146e-14,,,,,117.9543835248588,6.053043582300557e-12,,
all,TT_count,heterozygosity,-0.0012586338610743784,0.5957292097215091,0.01801832287553328,3.0570927183336146e-14,,,,,117.9543835248588,6.053043582300557e-12,,
AG,CG_count,heterozygosity,0.009010177162163844,0.2013744346307277,0.01777547598421336,0.011711658396385712,,,,,39.87213805688409,2.318908362484371,,
CT,CG_count,heterozygosity,0.009010177162163844,0.2013744346307277,0.01777547598421336,0.011711658396385712,,,,,39.87213805688409,2.318908362484371,,
all,AA_count,entropy,-0.004252588870520731,0.07303663680533298,0.017560755603919842,1.3318665224622372e-13,,,,,14.46125408745593,2.6370957144752295e-11,,
all,TT_count,entropy,-0.004252588870520731,0.07303663680533298,0.017560755603919842,1.3318665224622372e-13,,,,,14.46125408745593,2.6370957144752295e-11,,
AC,CG_count,entropy,0.021490183698801756,2.6947230119559224e-06,0.011777254460128528,0.010123189557056204,,,,,0.0005335551563672727,2.0043915322971286,,
GT,CG_count,entropy,0.021490183698801756,2.6947230119559224e-06,0.011777254460128528,0.010123189557056204,,,,,0.0005335551563672727,2.0043915322971286,,
CT,AG_count,label,0.015348081774767512,0.029521917634286243,0.010916979399449984,0.12161138576247749,0.015348081774767512,0.029521917634286243,0.011948103859203973,0.1216089046071504,5.845339691588676,24.079054380970543,1.948446563862892,8.026187704071926
AG,CT_count,label,0.015348081774767512,0.029521917634286243,0.010916979399449984,0.12161138576247749,0.015348081774767512,0.029521917634286243,0.011948103859203973,0.1216089046071504,5.845339691588676,24.079054380970543,1.948446563862892,8.026187704071926
all,AC_count,label,0.036712044861983685,4.702121031685467e-54,0.010252392122695271,1.5475868915440407e-05,0.036712044861983685,4.702121031685467e-54,0.012954142977443017,1.5482562182790668e-05,9.310199642737225e-52,0.0030642220452572005,3.103399880912408e-52,0.0010218491040641842
all,GT_count,label,0.036712044861983685,4.702121031685467e-54,0.010252392122695271,1.5475868915440407e-05,0.036712044861983685,4.702121031685467e-54,0.012954142977443017,1.5482562182790668e-05,9.310199642737225e-52,0.0030642220452572005,3.103399880912408e-52,0.0010218491040641842
GT,AA_count,label,0.008473358223386946,0.06429224234871482,0.010188079687444233,0.02610991170221636,0.008473358223386946,0.06429224234871482,0.013111756760929238,0.026111467414570936,12.729863985045535,5.16976251703884,4.243287995015178,1.7233568493616818
AC,TT_count,label,0.008473358223386946,0.06429224234871482,0.010188079687444233,0.02610991170221636,0.008473358223386946,0.06429224234871482,0.013111756760929238,0.026111467414570936,12.729863985045535,5.16976251703884,4.243287995015178,1.7233568493616818
AG,TT_count,label,0.019404575258800683,0.005927283084267066,0.01007518122637381,0.15309891287610305,0.019404575258800683,0.005927283084267066,0.01090099659014998,0.15309439611523487,1.173602050684879,30.313584749468404,0.39120068356162635,10.104230143605502
CT,AA_count,label,0.019404575258800683,0.005927283084267066,0.01007518122637381,0.15309891287610305,0.019404575258800683,0.005927283084267066,0.01090099659014998,0.15309439611523487,1.173602050684879,30.313584749468404,0.39120068356162635,10.104230143605502
AC,CG_count,heterozygosity,0.014676277789052469,0.0013522063568722842,0.009823694512817263,0.03195241100042453,,,,,0.2677368586607123,6.326577378084057,,
GT,CG_count,heterozygosity,0.014676277789052469,0.0013522063568722842,0.009823694512817263,0.03195241100042453,,,,,0.2677368586607123,6.326577378084057,,
CT,CT_count,label,0.026076955385314408,0.00021707129370131186,0.007560817335377131,0.283666364878004,0.026076955385314408,0.00021707129370131186,0.00868314129715575,0.28365584707206226,0.042980116152859744,56.165940245844794,0.014326705384286582,18.72128590675611
AG,AG_count,label,0.026076955385314408,0.00021707129370131186,0.007560817335377131,0.283666364878004,0.026076955385314408,0.00021707129370131186,0.00868314129715575,0.28365584707206226,0.042980116152859744,56.165940245844794,0.014326705384286582,18.72128590675611
CT,GG_count,label,0.00760815920053318,0.28066229922716884,0.006525883070411919,0.3547770955522983,0.00760815920053318,0.28066229922716884,0.004894822109464458,0.35476526384334106,55.57113524697943,70.24586491935507,18.523711748993144,23.41450741366051
AG,CC_count,label,0.00760815920053318,0.28066229922716884,0.006525883070411919,0.3547770955522983,0.00760815920053318,0.28066229922716884,0.004894822109464458,0.35476526384334106,55.57113524697943,70.24586491935507,18.523711748993144,23.41450741366051
AC,AA_count,label,0.007896716152561278,0.08466548887384162,0.006345070288409578,0.1659217107178021,0.007896716152561278,0.08466548887384162,0.00841343383711346,0.16591943595768943,16.76376679702064,32.852498722124814,5.587922265673547,10.950682773207502
GT,TT_count,label,0.007896716152561278,0.08466548887384162,0.006345070288409578,0.1659217107178021,0.007896716152561278,0.08466548887384162,0.00841343383711346,0.16591943595768943,16.76376679702064,32.852498722124814,5.587922265673547,10.950682773207502
CT,AC_count,heterozygosity,0.007997497980177822,0.2567767297196863,0.0054879455584242315,0.4364615972222141,,,,,50.84179248449789,86.4193962499984,,
AG,GT_count,heterozygosity,0.007997497980177822,0.2567767297196863,0.0054879455584242315,0.4364615972222141,,,,,50.84179248449789,86.4193962499984,,
AG,GT_count,entropy,0.00748855055793482,0.2882938812542113,0.005220548819742783,0.45913906545605365,,,,,57.082188488333834,90.90953496029863,,
CT,AC_count,entropy,0.00748855055793482,0.2882938812542113,0.005220548819742783,0.45913906545605365,,,,,57.082188488333834,90.90953496029863,,
GT,AC_count,label,0.021604309209952224,2.3847719226743806e-06,0.004716555767579003,0.30308433370848037,0.021604309209952224,2.3847719226743806e-06,0.006078093977367693,0.3030796127685508,0.00047218484068952733,60.01069807427911,0.0001573949468965091,20.00325444272435
AC,GT_count,label,0.021604309209952224,2.3847719226743806e-06,0.004716555767579003,0.30308433370848037,0.021604309209952224,2.3847719226743806e-06,0.006078093977367693,0.3030796127685508,0.00047218484068952733,60.01069807427911,0.0001573949468965091,20.00325444272435
AC,CT_count,label,0.01241497622994626,0.006711070786715841,0.004694394970477031,0.30536182050948973,0.01241497622994626,0.006711070786715841,0.0060731700315974635,0.30535707327545425,1.3287920157697366,60.46164046087897,0.44293067192324553,20.15356683617998
GT,AG_count,label,0.01241497622994626,0.006711070786715841,0.004694394970477031,0.30536182050948973,0.01241497622994626,0.006711070786715841,0.0060731700315974635,0.30535707327545425,1.3287920157697366,60.46164046087897,0.44293067192324553,20.15356683617998
CT,GG_count,heterozygosity,0.004591664915577847,0.514988691014039,0.004448404591558437,0.5281874659920351,,,,,101.96776082077972,104.58111826642296,,
AG,CC_count,heterozygosity,0.004591664915577847,0.514988691014039,0.004448404591558437,0.5281874659920351,,,,,101.96776082077972,104.58111826642296,,
CT,GG_count,entropy,0.00582294964504826,0.40898219913869344,0.004152750249352032,0.5559607686650642,,,,,80.9784754294613,110.08023219568271,,
AG,CC_count,entropy,0.00582294964504826,0.40898219913869344,0.004152750249352032,0.5559607686650642,,,,,80.9784754294613,110.08023219568271,,
AG,GT_count,label,0.03093809567527409,1.1440222145352791e-05,0.0020540206718807244,0.7708562406404444,0.03093809567527409,1.1440222145352791e-05,0.0022331613678147066,0.770849175092905,0.002265163984779853,152.629535646808,0.0007550546615932842,50.87604555613173
CT,AC_count,label,0.03093809567527409,1.1440222145352791e-05,0.0020540206718807244,0.7708562406404444,0.03093809567527409,1.1440222145352791e-05,0.0022331613678147066,0.770849175092905,0.002265163984779853,152.629535646808,0.0007550546615932842,50.87604555613173
CT,CT_count,heterozygosity,0.003886554363019891,0.5815614591009615,0.001749728653054822,0.8040515057271702,,,,,115.14916890199036,159.2021981339797,,
AG,AG_count,heterozygosity,0.003886554363019891,0.5815614591009615,0.001749728653054822,0.8040515057271702,,,,,115.14916890199036,159.2021981339797,,
AG,TT_count,heterozygosity,-0.0037057713231054158,0.5992561498149095,0.0017366866682884002,0.8054826565425564,,,,,118.65271766335208,159.48556599542616,,
CT,AA_count,heterozygosity,-0.0037057713231054158,0.5992561498149095,0.0017366866682884002,0.8054826565425564,,,,,118.65271766335208,159.48556599542616,,
GT,CT_count,label,0.006821936947195447,0.1363419278662528,0.0016266533216952115,0.7224609577011767,0.006821936947195447,0.1363419278662528,0.0021023224561520504,0.7224572604826747,26.995701717518052,143.04726962483298,8.998567239172685,47.68217919185653
AC,AG_count,label,0.006821936947195447,0.1363419278662528,0.0016266533216952115,0.7224609577011767,0.006821936947195447,0.1363419278662528,0.0021023224561520504,0.7224572604826747,26.995701717518052,143.04726962483298,8.998567239172685,47.68217919185653
CT,AA_count,entropy,-0.003965996377353977,0.5738638528016345,0.0013447170248869747,0.8487783056148374,,,,,113.62504285472365,168.0581045117378,,
AG,TT_count,entropy,-0.003965996377353977,0.5738638528016345,0.0013447170248869747,0.8487783056148374,,,,,113.62504285472365,168.0581045117378,,
CT,CT_count,entropy,0.005691395368345237,0.4196483074976948,0.0011882857648579936,0.86619318435927,,,,,83.09036488454356,171.50625050313545,,
AG,AG_count,entropy,0.005691395368345237,0.4196483074976948,0.0011882857648579936,0.86619318435927,,,,,83.09036488454356,171.50625050313545,,
AT,CT_count,entropy,0.00988059783451148,0.04258558223294332,-0.0018394018056272772,0.7058143349416747,,,,,8.431945282122777,139.75123831845158,,
AT,AG_count,entropy,0.009880597834511473,0.04258558223294332,-0.0018394018056272772,0.7058143349416747,,,,,8.431945282122777,139.75123831845158,,
AT,AG_count,heterozygosity,0.01007729506809831,0.038628629687528934,-0.0022502658481172023,0.6442236597766259,,,,,7.648468678130729,127.55628463577193,,
AT,CT_count,heterozygosity,0.010077295068098313,0.038628629687528934,-0.0022502658481172023,0.6442236597766259,,,,,7.648468678130729,127.55628463577193,,
GT,TT_count,heterozygosity,-0.01330291178057541,0.0036754466364871015,-0.0030870565721028967,0.5002828972278182,,,,,0.727738434024446,99.05601365110799,,
AC,AA_count,heterozygosity,-0.01330291178057541,0.0036754466364871015,-0.0030870565721028967,0.5002828972278182,,,,,0.727738434024446,99.05601365110799,,
GT,TT_count,entropy,-0.01898619128119822,3.384639513134256e-05,-0.004422226377806941,0.3342567178137683,,,,,0.0067015862360058276,66.18283012712612,,
AC,AA_count,entropy,-0.01898619128119822,3.384639513134256e-05,-0.004422226377806941,0.3342567178137683,,,,,0.0067015862360058276,66.18283012712612,,
AT,CG_count,entropy,-0.0007107803877722899,0.8840265367530371,-0.004482334964630343,0.35763957430382975,,,,,175.03725427710134,70.8126357121583,,
AT,CG_count,label,-0.0022851489213724903,0.639098031376665,-0.0047398249761509414,0.3306948435659416,-0.0022851489213724903,0.639098031376665,-0.0024108630664050335,0.33068985078528057,126.54141021257966,65.47757902605643,42.18047007085989,21.825530151828517
all,GT_count,heterozygosity,-0.01938618893176552,3.017452059037266e-16,-0.005224820865200117,0.027634700509177903,,,,,5.974555076893787e-14,5.471670700817225,,
all,AC_count,heterozygosity,-0.01938618893176552,3.017452059037266e-16,-0.005224820865200117,0.027634700509177903,,,,,5.974555076893787e-14,5.471670700817225,,
all,GT_count,entropy,-0.026488757098322636,5.86385154022891e-29,-0.005241676160099394,0.02713719547652549,,,,,1.1610426049653243e-26,5.373164704352047,,
all,AC_count,entropy,-0.026488757098322636,5.86385154022891e-29,-0.005241676160099394,0.02713719547652549,,,,,1.1610426049653243e-26,5.373164704352047,,
AT,CG_count,heterozygosity,-0.0014372093930425114,0.7680357843933324,-0.005327794941030767,0.2742265070115963,,,,,152.0710853098798,54.29684838829606,,
AT,CC_count,entropy,-0.0032212768196055582,0.5085647822172782,-0.00661683672490326,0.17448711796728433,,,,,100.69582687902108,34.5484493575223,,
AT,GG_count,entropy,-0.003221276819605548,0.5085647822172782,-0.00661683672490326,0.17448711796728433,,,,,100.69582687902108,34.5484493575223,,
AT,GG_count,heterozygosity,-0.0056349548006764975,0.247510198591672,-0.006675210681541296,0.1707162188976945,,,,,49.007019321151056,33.80181134174351,,
AT,CC_count,heterozygosity,-0.005634954800676485,0.24751019859259132,-0.006675210681541296,0.1707162188976945,,,,,49.00701932133308,33.80181134174351,,
AT,GG_count,label,-0.0045191284865530295,0.35370692577351004,-0.007378267082151852,0.12997687080364004,-0.0045191284865530295,0.35370692577351004,-0.006583288098037432,0.12997552160250256,70.03397130315498,25.73542041912073,23.344657101051663,8.578384425765169
AT,CC_count,label,-0.004519128486552998,0.35370692577351004,-0.007378267082151852,0.12997687080364004,-0.004519128486552998,0.35370692577351004,-0.006583288098037432,0.12997552160250256,70.03397130315498,25.73542041912073,23.344657101051663,8.578384425765169
AC,AT_count,heterozygosity,-0.026487336088136304,7.277601542140614e-09,-0.00892513646364086,0.05131968007676152,,,,,1.4409651053438416e-06,10.16129665519878,,
GT,AT_count,heterozygosity,-0.026487336088136304,7.277601542140614e-09,-0.00892513646364086,0.05131968007676152,,,,,1.4409651053438416e-06,10.16129665519878,,
AC,GG_count,entropy,-0.004760691674913384,0.29858216470567406,-0.009230108361659536,0.043863789691779904,,,,,59.11926861172346,8.685030358972421,,
GT,CC_count,entropy,-0.004760691674913384,0.29858216470567406,-0.009230108361659536,0.043863789691779904,,,,,59.11926861172346,8.685030358972421,,
AC,GG_count,heterozygosity,-0.011372885738261129,0.013017432407405915,-0.009408707175648514,0.03993807675057171,,,,,2.5774516166663712,7.907739196613199,,
GT,CC_count,heterozygosity,-0.011372885738261129,0.013017432407405915,-0.009408707175648514,0.03993807675057171,,,,,2.5774516166663712,7.907739196613199,,
AC,AT_count,entropy,-0.04151927171316865,1.1963879309293418e-19,-0.010130365013438601,0.026968710516676236,,,,,2.3688481032400967e-17,5.339804682301895,,
GT,AT_count,entropy,-0.04151927171316865,1.1963879309293418e-19,-0.010130365013438601,0.026968710516676236,,,,,2.3688481032400967e-17,5.339804682301895,,
AT,TT_count,label,-0.0018216603226333295,0.708521454502398,-0.012093648166505627,0.013066317208241682,-0.0018216603226333295,0.708521454502398,-0.01925895423052082,0.01306804575380996,140.2872479914748,2.587130807231853,46.76241599715827,0.8624910197514573
AT,AA_count,label,-0.0018216603226333295,0.708521454502398,-0.012093648166505627,0.013066317208241682,-0.0018216603226333295,0.708521454502398,-0.01925895423052082,0.01306804575380996,140.2872479914748,2.587130807231853,46.76241599715827,0.8624910197514573
