STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonferonni,spearman_pval_bonferonni,point_biserial_pval_bonferonni,rank_biserial_pval_bonferonni
AC,all_dinuc_count,label,0.05624204809377453,1.0264216598170036e-34,0.04163970499583159,9.392517437497515e-20,0.05624204809377453,1.0264216598170036e-34,0.05651013381359449,9.726921613407736e-20,2.032314886437667e-32,1.859718452624508e-17,6.774382954792223e-33,6.419768264849106e-18
GT,all_dinuc_count,label,0.05624204809377453,1.0264216598170036e-34,0.04163970499583159,9.392517437497515e-20,0.05624204809377453,1.0264216598170036e-34,0.05651013381359449,9.726921613407736e-20,2.032314886437667e-32,1.859718452624508e-17,6.774382954792223e-33,6.419768264849106e-18
AT,AT_count,label,0.04888499643945518,1.0353553186575153e-23,0.03976390759865827,3.251791271975267e-16,0.04888499643945518,1.0353553186575153e-23,0.058287163810668896,3.3359033897436067e-16,2.0500035309418804e-21,6.43854671851103e-14,6.833345103139601e-22,2.2016962372307803e-14
CT,AG_count,label,0.02480616106616732,0.0004348284097742086,0.0374146702111112,1.1134601139523894e-07,0.02480616106616732,0.0004348284097742086,0.02741260413131874,1.1236546464373804e-07,0.0860960251352933,2.204651025625731e-05,0.02869867504509777,7.4161206664867105e-06
AG,CT_count,label,0.02480616106616732,0.0004348284097742086,0.0374146702111112,1.1134601139523894e-07,0.02480616106616732,0.0004348284097742086,0.02741260413131874,1.1236546464373804e-07,0.0860960251352933,2.204651025625731e-05,0.02869867504509777,7.4161206664867105e-06
GT,CG_count,label,0.044473160299333875,2.594968332800338e-22,0.03629319097298619,2.2442213582862527e-15,0.044473160299333875,2.594968332800338e-22,0.017471603456654328,2.289609537540113e-15,5.1380372989446694e-20,4.4435582894067804e-13,1.7126790996482232e-20,1.5111422947764747e-13
AC,CG_count,label,0.044473160299333875,2.594968332800338e-22,0.03629319097298619,2.2442213582862527e-15,0.044473160299333875,2.594968332800338e-22,0.017471603456654328,2.289609537540113e-15,5.1380372989446694e-20,4.4435582894067804e-13,1.7126790996482232e-20,1.5111422947764747e-13
CT,AT_count,label,0.05562816249169493,2.925563430977957e-15,0.03570517740500194,4.094398218851283e-07,0.05562816249169493,2.925563430977957e-15,0.027532698726296156,4.1251935687260634e-07,5.792615593336355e-13,8.10690847332554e-05,1.9308718644454516e-13,2.7226277553592017e-05
AG,AT_count,label,0.05562816249169493,2.925563430977957e-15,0.03570517740500194,4.094398218851283e-07,0.05562816249169493,2.925563430977957e-15,0.027532698726296156,4.1251935687260634e-07,5.792615593336355e-13,8.10690847332554e-05,1.9308718644454516e-13,2.7226277553592017e-05
all,CG_count,entropy,0.03994908193428158,1.1138729939594139e-63,0.03292589461900492,8.029449761515816e-44,,,,,2.2054685280396394e-61,1.5898310527801317e-41,,
all,CG_count,heterozygosity,0.0386083785594424,1.3540602343021666e-59,0.03168482848701347,1.0432070300038234e-40,,,,,2.68103926391829e-57,2.0655499194075703e-38,,
AT,AT_count,entropy,-0.0053172595624785485,0.27517653816085125,0.03147835504198878,1.0359585966639285e-10,,,,,54.484954555848546,2.0511980213945784e-08,,
AC,TT_count,heterozygosity,0.029187107082680606,1.8390346582176745e-10,0.031450420162391156,6.4772253636362776e-12,,,,,3.6412886232709954e-08,1.282490621999983e-09,,
GT,AA_count,heterozygosity,0.029187107082680606,1.8390346582176745e-10,0.031450420162391156,6.4772253636362776e-12,,,,,3.6412886232709954e-08,1.282490621999983e-09,,
AT,AT_count,heterozygosity,0.011591160397185895,0.01736792160078278,0.031327550203085246,1.270700465848598e-10,,,,,3.4388484769549903,2.515986922380224e-08,,
GT,AA_count,entropy,0.026610857925290717,6.196200391271976e-09,0.031013963945853158,1.2581627064336479e-11,,,,,1.2268476774718512e-06,2.4911621587386228e-09,,
AC,TT_count,entropy,0.026610857925290717,6.196200391271976e-09,0.031013963945853158,1.2581627064336479e-11,,,,,1.2268476774718512e-06,2.4911621587386228e-09,,
all,CG_count,label,0.03714541672001558,2.6949472278948467e-55,0.02886059538050772,4.594335824210398e-34,0.03714541672001558,2.6949472278948467e-55,0.010857937393033645,4.73621977397926e-34,5.335995511231797e-53,9.096784931936588e-32,1.7786651704105989e-53,3.1259050508263115e-32
GT,CT_count,entropy,0.029941447748898287,6.191965866245708e-11,0.02871568753032201,3.5823615932356964e-10,,,,,1.2260092415166502e-08,7.093075954606679e-08,,
AC,AG_count,entropy,0.029941447748898287,6.191965866245708e-11,0.02871568753032201,3.5823615932356964e-10,,,,,1.2260092415166502e-08,7.093075954606679e-08,,
GT,CT_count,heterozygosity,0.024968953639020113,4.9612406649729445e-08,0.028085954579767577,8.589340532504401e-10,,,,,9.82325651664643e-06,1.7006894254358714e-07,,
AC,AG_count,heterozygosity,0.024968953639020113,4.9612406649729445e-08,0.028085954579767577,8.589340532504401e-10,,,,,9.82325651664643e-06,1.7006894254358714e-07,,
all,AA_count,label,0.03347140665282194,3.151584492440038e-45,0.02555549160496744,4.55901873749464e-27,0.03347140665282194,3.151584492440038e-45,0.024889213916465147,4.644714091289142e-27,6.240137295031275e-43,9.026857100239386e-25,2.080045765010425e-43,3.0655113002508337e-25
all,TT_count,label,0.03347140665282194,3.151584492440038e-45,0.02555549160496744,4.55901873749464e-27,0.03347140665282194,3.151584492440038e-45,0.024889213916465147,4.644714091289142e-27,6.240137295031275e-43,9.026857100239386e-25,2.080045765010425e-43,3.0655113002508337e-25
GT,AG_count,label,0.02749093606787153,1.929415982905044e-09,0.023633723907738033,2.4560251751508476e-07,0.02749093606787153,1.929415982905044e-09,0.022339722294888453,2.4644389864116835e-07,3.820243646151987e-07,4.862929846798678e-05,1.2734145487173289e-07,1.626529731031711e-05
AC,CT_count,label,0.02749093606787153,1.929415982905044e-09,0.023633723907738033,2.4560251751508476e-07,0.02749093606787153,1.929415982905044e-09,0.022339722294888453,2.4644389864116835e-07,3.820243646151987e-07,4.862929846798678e-05,1.2734145487173289e-07,1.626529731031711e-05
AG,CG_count,label,0.028897543253458505,4.159223510184965e-05,0.02155797332987722,0.002234005267145818,0.028897543253458505,4.159223510184965e-05,0.005203782554404679,0.0022358482150010243,0.00823526255016623,0.44233304289487196,0.002745087516722077,0.1475659821900676
CT,CG_count,label,0.028897543253458505,4.159223510184965e-05,0.02155797332987722,0.002234005267145818,0.028897543253458505,4.159223510184965e-05,0.005203782554404679,0.0022358482150010243,0.00823526255016623,0.44233304289487196,0.002745087516722077,0.1475659821900676
AG,CG_count,entropy,0.010047149976693783,0.15424520987881185,0.020471531796425087,0.003694721267405831,,,,,30.540551556004747,0.7315548109463546,,
CT,CG_count,entropy,0.010047149976693783,0.15424520987881185,0.020471531796425087,0.003694721267405831,,,,,30.540551556004747,0.7315548109463546,,
AG,CG_count,heterozygosity,0.01322624521084413,0.060719971738152446,0.020448928589936514,0.0037327230834737772,,,,,12.022554404154185,0.7390791705278079,,
CT,CG_count,heterozygosity,0.01322624521084413,0.060719971738152446,0.020448928589936514,0.0037327230834737772,,,,,12.022554404154185,0.7390791705278079,,
AC,CG_count,entropy,0.028016466250254606,9.44877119360057e-10,0.019806230432300804,1.5252229692804743e-05,,,,,1.870856696332913e-07,0.003019941479175339,,
GT,CG_count,entropy,0.028016466250254606,9.44877119360057e-10,0.019806230432300804,1.5252229692804743e-05,,,,,1.870856696332913e-07,0.003019941479175339,,
AC,CG_count,heterozygosity,0.023274453732110262,3.724072500634804e-07,0.017586012685132615,0.00012297754091357264,,,,,7.373663551256912e-05,0.02434955310088738,,
GT,CG_count,heterozygosity,0.023274453732110262,3.724072500634804e-07,0.017586012685132615,0.00012297754091357264,,,,,7.373663551256912e-05,0.02434955310088738,,
all,GT_count,label,0.03135855069436254,6.565604881084999e-40,0.01711918239262171,5.323419810951695e-13,0.03135855069436254,6.565604881084999e-40,0.016668446087101163,5.342957422022542e-13,1.2999897664548298e-37,1.0540371225684355e-10,4.333299221516099e-38,3.526351898534878e-11
all,AC_count,label,0.03135855069436254,6.565604881084999e-40,0.01711918239262171,5.323419810951695e-13,0.03135855069436254,6.565604881084999e-40,0.016668446087101163,5.342957422022542e-13,1.2999897664548298e-37,1.0540371225684355e-10,4.333299221516099e-38,3.526351898534878e-11
GT,AA_count,label,0.014704575986789287,0.0013234626266037032,0.01591255068594944,0.000511530911737337,0.014704575986789287,0.0013234626266037032,0.013503754675249446,0.0005118474176785381,0.26204560006753325,0.10128312052399274,0.08734853335584442,0.03378192956678351
AC,TT_count,label,0.014704575986789287,0.0013234626266037032,0.01591255068594944,0.000511530911737337,0.014704575986789287,0.0013234626266037032,0.013503754675249446,0.0005118474176785381,0.26204560006753325,0.10128312052399274,0.08734853335584442,0.03378192956678351
CT,AA_count,label,0.018806649166879064,0.007653858907368191,0.015029777351179068,0.03306414018847967,0.018806649166879064,0.007653858907368191,0.009817164844546644,0.03306768629034489,1.5154640636589018,6.546699757318974,0.5051546878863006,2.182467295162763
AG,TT_count,label,0.018806649166879064,0.007653858907368191,0.015029777351179068,0.03306414018847967,0.018806649166879064,0.007653858907368191,0.009817164844546644,0.03306768629034489,1.5154640636589018,6.546699757318974,0.5051546878863006,2.182467295162763
AC,AG_count,label,0.014230130860932942,0.0018884687586341571,0.011661332511351114,0.010887807460753565,0.014230130860932942,0.0018884687586341571,0.01020789985025039,0.010889277637785202,0.37391681420956313,2.155785877229206,0.12463893806985438,0.7186923240938233
GT,CT_count,label,0.014230130860932942,0.0018884687586341571,0.011661332511351114,0.010887807460753565,0.014230130860932942,0.0018884687586341571,0.01020789985025039,0.010889277637785202,0.37391681420956313,2.155785877229206,0.12463893806985438,0.7186923240938233
AC,GT_count,label,0.018537870314639257,5.165770932543837e-05,0.010474080819922698,0.02219436578192724,0.018537870314639257,5.165770932543837e-05,0.01014724029376135,0.022195959572064924,0.010228226446436797,4.394484424821593,0.0034094088154789323,1.464933331756285
GT,AC_count,label,0.018537870314639257,5.165770932543837e-05,0.010474080819922698,0.02219436578192724,0.018537870314639257,5.165770932543837e-05,0.01014724029376135,0.022195959572064924,0.010228226446436797,4.394484424821593,0.0034094088154789323,1.464933331756285
AC,GG_count,entropy,0.012682554340493849,0.005617989016841856,0.009271814546570771,0.04291903730017814,,,,,1.1123618253346876,8.497969385435272,,
GT,CC_count,entropy,0.012682554340493849,0.005617989016841856,0.009271814546570771,0.04291903730017814,,,,,1.1123618253346876,8.497969385435272,,
GT,CC_count,heterozygosity,0.008344922662069628,0.06843934111635061,0.00876190844620705,0.055728233379880705,,,,,13.55098954103742,11.03419020921638,,
AC,GG_count,heterozygosity,0.008344922662069628,0.06843934111635061,0.00876190844620705,0.055728233379880705,,,,,13.55098954103742,11.03419020921638,,
AG,TT_count,heterozygosity,-0.0020039975848512364,0.7762863012457532,0.007001010368592191,0.3208380572216899,,,,,153.70468764665912,63.5259353298946,,
CT,AA_count,heterozygosity,-0.0020039975848512364,0.7762863012457532,0.007001010368592191,0.3208380572216899,,,,,153.70468764665912,63.5259353298946,,
CT,AA_count,entropy,-0.004523086397827005,0.521285483123247,0.006877688533478298,0.3294363543873938,,,,,103.21452565840289,65.22839816870398,,
AG,TT_count,entropy,-0.004523086397827005,0.521285483123247,0.006877688533478298,0.3294363543873938,,,,,103.21452565840289,65.22839816870398,,
all,TT_count,heterozygosity,-0.01639964735005153,4.7314848954659165e-12,0.005342122363196705,0.02432981544675422,,,,,9.368340093022515e-10,4.817303458457336,,
all,AA_count,heterozygosity,-0.01639964735005153,4.7314848954659165e-12,0.005342122363196705,0.02432981544675422,,,,,9.368340093022515e-10,4.817303458457336,,
all,AA_count,entropy,-0.017873484224818843,4.890435058460998e-14,0.00522234126619944,0.02770854867584803,,,,,9.683061415752776e-12,5.48629263781791,,
all,TT_count,entropy,-0.017873484224818843,4.890435058460998e-14,0.00522234126619944,0.02770854867584803,,,,,9.683061415752776e-12,5.48629263781791,,
AT,CG_count,entropy,0.002784418537785138,0.5677141707525889,0.004269150407263328,0.3809639012025168,,,,,112.4074058090126,75.43085243809833,,
all,CT_count,entropy,0.0139411163495658,4.1806178576252935e-09,0.003947258371839328,0.09613359204199064,,,,,8.277623358098081e-07,19.034451224314147,,
all,AG_count,entropy,0.0139411163495658,4.1806178576252935e-09,0.003947258371839328,0.09613359204199064,,,,,8.277623358098081e-07,19.034451224314147,,
all,AG_count,heterozygosity,0.01175186219841623,7.272827558319332e-07,0.0039275409190945194,0.09780639295396554,,,,,0.0001440019856547228,19.365665804885175,,
all,CT_count,heterozygosity,0.01175186219841623,7.272827558319332e-07,0.0039275409190945194,0.09780639295396554,,,,,0.0001440019856547228,19.365665804885175,,
AT,CG_count,heterozygosity,0.004117114084431714,0.39815536364327575,0.003840522312150969,0.43060473169236335,,,,,78.8347620013686,85.25973687508794,,
CT,AC_count,label,0.025204553916141105,0.00035088737927617056,0.003411029971051678,0.6286154335512328,0.025204553916141105,0.00035088737927617056,0.002562731972909238,0.6286049798716812,0.06947570109668177,124.4658558431441,0.023158567032227257,41.48792867153096
AG,GT_count,label,0.025204553916141105,0.00035088737927617056,0.003411029971051678,0.6286154335512328,0.025204553916141105,0.00035088737927617056,0.002562731972909238,0.6286049798716812,0.06947570109668177,124.4658558431441,0.023158567032227257,41.48792867153096
CT,GG_count,label,0.009538751800466585,0.17618316982214188,0.0024502795695406972,0.7282579545618593,0.009538751800466585,0.17618316982214188,0.0008494719980058907,0.7282517155864737,34.884267624784094,144.19507500324812,11.628089208261365,48.064613228707266
AG,CC_count,label,0.009538751800466585,0.17618316982214188,0.0024502795695406972,0.7282579545618593,0.009538751800466585,0.17618316982214188,0.0008494719980058907,0.7282517155864737,34.884267624784094,144.19507500324812,11.628089208261365,48.064613228707266
AG,AC_count,entropy,0.011740987418852862,0.09593295574584788,0.002166622999174823,0.7586745165187029,,,,,18.99472523767788,150.21755427070318,,
CT,GT_count,entropy,0.011740987418852862,0.09593295574584788,0.002166622999174823,0.7586745165187029,,,,,18.99472523767788,150.21755427070318,,
AG,AC_count,heterozygosity,0.011981151890521506,0.0893272766921475,0.0021312659379769524,0.7624932834621201,,,,,17.686800785045207,150.97367012549978,,
CT,GT_count,heterozygosity,0.011981151890521506,0.0893272766921475,0.0021312659379769524,0.7624932834621201,,,,,17.686800785045207,150.97367012549978,,
AG,CC_count,heterozygosity,0.004280146079171122,0.5439064433045192,0.0012210936404997734,0.8625351303017665,,,,,107.6934757742948,170.78195579974977,,
CT,GG_count,heterozygosity,0.004280146079171122,0.5439064433045192,0.0012210936404997734,0.8625351303017665,,,,,107.6934757742948,170.78195579974977,,
AG,GT_count,entropy,0.0038755290308374137,0.5826335719136917,0.0010847871692543083,0.8777516359544715,,,,,115.36144723891096,173.79482391898534,,
CT,AC_count,entropy,0.0038755290308374137,0.5826335719136917,0.0010847871692543083,0.8777516359544715,,,,,115.36144723891096,173.79482391898534,,
CT,GG_count,entropy,0.0034643673173697467,0.6232569089432399,0.0010426644686640965,0.8824634048215142,,,,,123.4048679707615,174.7277541546598,,
AG,CC_count,entropy,0.0034643673173697467,0.6232569089432399,0.0010426644686640965,0.8824634048215142,,,,,123.4048679707615,174.7277541546598,,
CT,AC_count,heterozygosity,0.005053568037242825,0.47362876050069885,0.001017211629275286,0.8853125412302434,,,,,93.77849457913837,175.29188316358818,,
AG,GT_count,heterozygosity,0.005053568037242825,0.47362876050069885,0.001017211629275286,0.8853125412302434,,,,,93.77849457913837,175.29188316358818,,
CT,GT_count,label,0.021831803579592565,0.0019610951601519056,0.00023042812519252743,0.9739344722224268,0.021831803579592565,0.0019610951601519056,0.0001791366420076379,0.9739349702422743,0.3882968417100773,192.8390255000405,0.12943228057002576,64.2797080359901
AG,AC_count,label,0.021831803579592565,0.0019610951601519056,0.00023042812519252743,0.9739344722224268,0.021831803579592565,0.0019610951601519056,0.0001791366420076379,0.9739349702422743,0.3882968417100773,192.8390255000405,0.12943228057002576,64.2797080359901
all,GT_count,heterozygosity,-0.016680909148553684,2.0360543360278537e-12,0.00014333410593364308,0.9518214334740109,,,,,4.0313875853351504e-10,188.46064382785417,,
all,AC_count,heterozygosity,-0.016680909148553684,2.0360543360278537e-12,0.00014333410593364308,0.9518214334740109,,,,,4.0313875853351504e-10,188.46064382785417,,
all,AC_count,entropy,-0.02324134892597026,1.1455522766621867e-22,8.477877623950268e-05,0.971492232309018,,,,,2.2681935077911296e-20,192.35546199718559,,
all,GT_count,entropy,-0.02324134892597026,1.1455522766621867e-22,8.477877623950268e-05,0.971492232309018,,,,,2.2681935077911296e-20,192.35546199718559,,
AT,CT_count,entropy,0.0006099968080542226,0.9003779387184404,-0.00158080413436119,0.7456247762420845,,,,,178.2748318662512,147.63370569593272,,
AT,AG_count,entropy,0.0006099968080542226,0.9003779387184404,-0.00158080413436119,0.7456247762420845,,,,,178.2748318662512,147.63370569593272,,
AC,AA_count,label,0.008330136018973628,0.06893060057713928,-0.0017234305083067148,0.7066919765207467,0.008330136018973628,0.06893060057713928,-0.0018051925636719535,0.7066881662209687,13.648258914273576,139.92501135110783,4.549419638091192,46.641418970583935
GT,TT_count,label,0.008330136018973628,0.06893060057713928,-0.0017234305083067148,0.7066919765207467,0.008330136018973628,0.06893060057713928,-0.0018051925636719535,0.7066881662209687,13.648258914273576,139.92501135110783,4.549419638091192,46.641418970583935
GT,CC_count,label,0.0009462236803254232,0.8363197835046038,-0.0017482797202939512,0.702662928003934,0.0009462236803254232,0.8363197835046038,-0.0007032677994407432,0.7026596834605388,165.59131713391156,139.12725974477894,55.19710571130385,46.37553910839556
AC,GG_count,label,0.0009462236803254232,0.8363197835046038,-0.0017482797202939512,0.702662928003934,0.0009462236803254232,0.8363197835046038,-0.0007032677994407432,0.7026596834605388,165.59131713391156,139.12725974477894,55.19710571130385,46.37553910839556
AT,AG_count,heterozygosity,0.00478860505575017,0.3257422621570202,-0.0018933622156682602,0.6976036569456028,,,,,64.49696790709,138.12552407522935,,
AT,CT_count,heterozygosity,0.00478860505575017,0.3257422621570202,-0.0018933622156682602,0.6976036569456028,,,,,64.49696790709,138.12552407522935,,
AT,GG_count,label,-0.0007891837763796682,0.8713398704085527,-0.0024524711765723196,0.614754494690797,-0.0007891837763796682,0.8713398704085527,-0.0010938553367676462,0.6147501817755044,172.52529434089342,121.72138994877781,57.50843144696447,40.573511997183296
AT,CC_count,label,-0.0007891837763796682,0.8713398704085527,-0.0024524711765723196,0.614754494690797,-0.0007891837763796682,0.8713398704085527,-0.0010938553367676462,0.6147501817755044,172.52529434089342,121.72138994877781,57.50843144696447,40.573511997183296
GT,AT_count,heterozygosity,-0.025985461837847338,1.388901303320463e-08,-0.002705519388119249,0.5546963376991609,,,,,2.7500245805745168e-06,109.82987486443386,,
AC,AT_count,heterozygosity,-0.025985461837847338,1.388901303320463e-08,-0.002705519388119249,0.5546963376991609,,,,,2.7500245805745168e-06,109.82987486443386,,
AC,AT_count,entropy,-0.03677889896223783,9.49602854515238e-16,-0.0030593434791508873,0.5041376512325368,,,,,1.8802136519401714e-13,99.8192549440423,,
GT,AT_count,entropy,-0.03677889896223783,9.49602854515238e-16,-0.0030593434791508873,0.5041376512325368,,,,,1.8802136519401714e-13,99.8192549440423,,
