STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonferonni,spearman_pval_bonferonni,point_biserial_pval_bonferonni,rank_biserial_pval_bonferonni
AG,all_dinuc_count,label,0.1483876833511401,5.557374193584813e-78,0.11312838675918868,7.026592838626625e-46,0.1483876833511401,5.557374193584813e-78,0.12550519691611406,1.3349756206498314e-45,1.100360090329793e-75,1.3912653820480716e-43,3.667866967765977e-76,8.810839096288887e-44
CT,all_dinuc_count,label,0.1483876833511401,5.557374193584813e-78,0.11312838675918868,7.026592838626625e-46,0.1483876833511401,5.557374193584813e-78,0.12550519691611406,1.3349756206498314e-45,1.100360090329793e-75,1.3912653820480716e-43,3.667866967765977e-76,8.810839096288887e-44
CT,all_dinuc_count,entropy,0.06001725891753043,5.2379441392273025e-14,0.11012084145134218,1.4985834343943083e-43,,,,,1.0371129395670058e-11,2.9671952001007305e-41,,
AG,all_dinuc_count,entropy,0.06001725891753043,5.2379441392273025e-14,0.11012084145134218,1.4985834343943083e-43,,,,,1.0371129395670058e-11,2.9671952001007305e-41,,
AG,all_dinuc_count,heterozygosity,0.07791780383672507,1.419830927198057e-22,0.10908534735064325,9.179037544915578e-43,,,,,2.811265235852153e-20,1.8174494338932845e-40,,
CT,all_dinuc_count,heterozygosity,0.07791780383672507,1.419830927198057e-22,0.10908534735064325,9.179037544915578e-43,,,,,2.811265235852153e-20,1.8174494338932845e-40,,
AG,AA_count,label,0.1195227767548477,4.819647006057872e-51,0.08853070417988249,1.083309776302641e-28,0.1195227767548477,4.819647006057872e-51,0.07117433956228025,1.3748829318034308e-28,9.542901071994587e-49,2.1449533570792292e-26,3.1809670239981956e-49,9.074227349902644e-27
CT,TT_count,label,0.1195227767548477,4.819647006057872e-51,0.08853070417988249,1.083309776302641e-28,0.1195227767548477,4.819647006057872e-51,0.07117433956228025,1.3748829318034308e-28,9.542901071994587e-49,2.1449533570792292e-26,3.1809670239981956e-49,9.074227349902644e-27
AT,all_dinuc_count,label,0.10266117567907038,7.2270306105743515e-81,0.08147267770264767,1.6335808889375532e-51,0.10266117567907038,7.2270306105743515e-81,0.11913443781821564,2.377853462633752e-51,1.4309520608937217e-78,3.2344901600963553e-49,4.769840202979072e-79,1.5693832853382763e-49
AG,AA_count,entropy,0.008695613891034265,0.2759679512598966,0.08105094409723321,2.6733078132996866e-24,,,,,54.64165434945953,5.29314947033338e-22,,
CT,TT_count,entropy,0.008695613891034265,0.2759679512598966,0.08105094409723321,2.6733078132996866e-24,,,,,54.64165434945953,5.29314947033338e-22,,
all,all_dinuc_count,label,0.10252135795957705,0.0,0.08086551135650591,1.0003093662336936e-213,0.10252135795957705,0.0,0.09796717409072542,4.9055754092526436e-213,0.0,1.9806125451427133e-211,0.0,3.2376797701067447e-211
CT,TT_count,heterozygosity,0.02526880273354193,0.0015443201225962611,0.08007940039825961,9.316090825688175e-24,,,,,0.3057753842740597,1.8445859834862586e-21,,
AG,AA_count,heterozygosity,0.02526880273354193,0.0015443201225962611,0.08007940039825961,9.316090825688175e-24,,,,,0.3057753842740597,1.8445859834862586e-21,,
AT,AC_count,label,0.07238217166451846,5.287037157253949e-41,0.06874688335219994,3.787180738121061e-37,0.07238217166451846,5.287037157253949e-41,0.06211044785796993,4.576836967863015e-37,1.046833357136282e-38,7.498617861479701e-35,3.4894445237876065e-39,3.02071239878959e-35
AT,GT_count,label,0.07238217166451846,5.287037157253949e-41,0.06874688335219994,3.787180738121061e-37,0.07238217166451846,5.287037157253949e-41,0.06211044785796993,4.576836967863015e-37,1.046833357136282e-38,7.498617861479701e-35,3.4894445237876065e-39,3.02071239878959e-35
CT,AT_count,entropy,0.08768570683763528,3.5508575865206356e-28,0.06024051409783016,4.224359971817659e-14,,,,,7.030698021310858e-26,8.364232744198964e-12,,
AG,AT_count,entropy,0.08768570683763528,3.5508575865206356e-28,0.06024051409783016,4.224359971817659e-14,,,,,7.030698021310858e-26,8.364232744198964e-12,,
CT,AT_count,heterozygosity,0.10000938128260943,3.466161385366012e-36,0.05963060485678475,7.587871864256327e-14,,,,,6.862999543024703e-34,1.5023986291227527e-11,,
AG,AT_count,heterozygosity,0.10000938128260943,3.466161385366012e-36,0.05963060485678475,7.587871864256327e-14,,,,,6.862999543024703e-34,1.5023986291227527e-11,,
CT,AT_count,label,0.08319153358490426,1.6199602171219966e-25,0.05576824580637107,2.7064494169932743e-12,0.08319153358490426,1.6199602171219966e-25,0.03081418797506874,2.8068660647381697e-12,3.2075212299015534e-23,5.358769845646683e-10,1.0691737433005177e-23,1.852531602727192e-10
AG,AT_count,label,0.08319153358490426,1.6199602171219966e-25,0.05576824580637107,2.7064494169932743e-12,0.08319153358490426,1.6199602171219966e-25,0.03081418797506874,2.8068660647381697e-12,3.2075212299015534e-23,5.358769845646683e-10,1.0691737433005177e-23,1.852531602727192e-10
all,AT_count,label,0.06401666145050877,1.5217208711434066e-134,0.05285136814044712,2.869297640041201e-92,0.06401666145050877,1.5217208711434066e-134,0.04062943164091071,3.829214798041802e-92,3.013007324863945e-132,5.681209327281578e-90,1.0043357749546484e-132,2.527281766707589e-90
AC,CT_count,entropy,0.036288934489342436,1.532465378062038e-13,0.052146618408200306,2.5417011312097728e-26,,,,,3.034281448562835e-11,5.03256823979535e-24,,
GT,AG_count,entropy,0.036288934489342436,1.532465378062038e-13,0.052146618408200306,2.5417011312097728e-26,,,,,3.034281448562835e-11,5.03256823979535e-24,,
GT,AG_count,heterozygosity,0.03109800629166423,2.492107149496572e-10,0.0508003442837373,4.623231672723638e-25,,,,,4.934372156003213e-08,9.153998711992803e-23,,
AC,CT_count,heterozygosity,0.03109800629166423,2.492107149496572e-10,0.0508003442837373,4.623231672723638e-25,,,,,4.934372156003213e-08,9.153998711992803e-23,,
AT,GT_count,entropy,0.024482091915020793,5.886421028888814e-06,0.04859078978286194,2.346762877708189e-19,,,,,0.0011655113637199853,4.6465904978622145e-17,,
AT,AC_count,entropy,0.024482091915020793,5.886421028888814e-06,0.04859078978286194,2.346762877708189e-19,,,,,0.0011655113637199853,4.6465904978622145e-17,,
AT,AC_count,heterozygosity,0.030482173279037725,1.688562772119204e-08,0.046581402583469815,6.5045902349237485e-18,,,,,3.3433542887960244e-06,1.2879088665149021e-15,,
AT,GT_count,heterozygosity,0.030482173279037725,1.688562772119204e-08,0.046581402583469815,6.5045902349237485e-18,,,,,3.3433542887960244e-06,1.2879088665149021e-15,,
AT,all_dinuc_count,entropy,0.02119967774772296,8.750102689157977e-05,0.04608995069494102,1.4354872881095094e-17,,,,,0.017325203324532794,2.8422648304568286e-15,,
AC,CG_count,label,0.05140627288781019,1.264607508699905e-25,0.044628128733281626,1.0585827488807673e-19,0.05140627288781019,1.264607508699905e-25,0.01781165834995313,1.1018720220828815e-19,2.5039228672258116e-23,2.0959938427839195e-17,8.346409557419372e-24,7.272355345747018e-18
GT,CG_count,label,0.05140627288781019,1.264607508699905e-25,0.044628128733281626,1.0585827488807673e-19,0.05140627288781019,1.264607508699905e-25,0.01781165834995313,1.1018720220828815e-19,2.5039228672258116e-23,2.0959938427839195e-17,8.346409557419372e-24,7.272355345747018e-18
AT,all_dinuc_count,heterozygosity,0.03588994929755584,3.0818708219426505e-11,0.043446806821601805,8.805645271473072e-16,,,,,6.102104227446448e-09,1.7435177637516684e-13,,
all,CG_count,label,0.046419547336946414,1.377928175967118e-71,0.041094129593537275,1.7309565601653865e-56,0.046419547336946414,1.377928175967118e-71,0.012398298400223995,1.9227233897408682e-56,2.7282977884148936e-69,3.4272939891274656e-54,9.094325961382979e-70,1.268997437228973e-54
all,CG_count,entropy,0.0440683398815428,1.0750542790315883e-64,0.04038314682180405,1.3048878558087568e-54,,,,,2.1286074724825448e-62,2.5836779545013384e-52,,
GT,AT_count,label,0.05748680639948252,1.2213418030046687e-31,0.040235982858922235,2.6538276672613576e-16,0.05748680639948252,1.2213418030046687e-31,0.03509411234446369,2.724577653443083e-16,2.418256769949244e-29,5.254578781177488e-14,8.060855899830813e-30,1.7982212512724347e-14
AC,AT_count,label,0.05748680639948252,1.2213418030046687e-31,0.040235982858922235,2.6538276672613576e-16,0.05748680639948252,1.2213418030046687e-31,0.03509411234446369,2.724577653443083e-16,2.418256769949244e-29,5.254578781177488e-14,8.060855899830813e-30,1.7982212512724347e-14
all,AT_count,entropy,0.0160677660858218,6.0162449424078e-10,0.039534660617794724,2.0570837191888775e-52,,,,,1.1912164985967445e-07,4.0730257639939772e-50,,
all,AT_count,heterozygosity,0.028373031307141455,8.10200524749632e-28,0.03937284598223883,5.3345743802249014e-52,,,,,1.6041970390042715e-25,1.0562457272845304e-49,,
all,CG_count,heterozygosity,0.04138692781466353,2.855598657356702e-57,0.03835908775022507,1.9116837671408527e-49,,,,,5.65408534156627e-55,3.7851338589388885e-47,,
GT,AA_count,heterozygosity,0.0333075483412172,1.2245460199924634e-11,0.03568492867508622,3.833209604203739e-13,,,,,2.4246011195850776e-09,7.589755016323404e-11,,
AC,TT_count,heterozygosity,0.0333075483412172,1.2245460199924634e-11,0.03568492867508622,3.833209604203739e-13,,,,,2.4246011195850776e-09,7.589755016323404e-11,,
GT,AA_count,entropy,0.030348710062276223,6.618768684752591e-10,0.0350241329709581,1.0274516108680619e-12,,,,,1.310516199581013e-07,2.0343541895187626e-10,,
AC,TT_count,entropy,0.030348710062276223,6.618768684752591e-10,0.0350241329709581,1.0274516108680619e-12,,,,,1.310516199581013e-07,2.0343541895187626e-10,,
all,all_dinuc_count,entropy,-0.005617277985648754,0.030472179948177084,0.03193832787851837,8.369091211937071e-35,,,,,6.033491629739062,1.6570800599635402e-32,,
all,all_dinuc_count,heterozygosity,0.00457718640787371,0.07786215290616397,0.030817842216355147,1.6072308590744328e-32,,,,,15.416706275420465,3.182317100967377e-30,,
GT,all_dinuc_count,label,0.049886554344219125,3.1733414334270934e-24,0.029666506050948404,1.5790810501346433e-09,0.049886554344219125,3.1733414334270934e-24,0.037459865592180286,1.5910525391458255e-09,6.283216038185645e-22,3.126580479266594e-07,2.0944053460618817e-22,1.0500946758362448e-07
AC,all_dinuc_count,label,0.049886554344219125,3.1733414334270934e-24,0.029666506050948404,1.5790810501346433e-09,0.049886554344219125,3.1733414334270934e-24,0.037459865592180286,1.5910525391458255e-09,6.283216038185645e-22,3.126580479266594e-07,2.0944053460618817e-22,1.0500946758362448e-07
AC,CT_count,label,0.026820305869489962,4.849142068366421e-08,0.029448236744249397,2.0772845517366453e-09,0.026820305869489962,4.849142068366421e-08,0.01934837067631534,2.0925637543659044e-09,9.601301295365513e-06,4.1130234124385576e-07,3.200433765121838e-06,1.381092077881497e-07
GT,AG_count,label,0.026820305869489962,4.849142068366421e-08,0.029448236744249397,2.0772845517366453e-09,0.026820305869489962,4.849142068366421e-08,0.01934837067631534,2.0925637543659044e-09,9.601301295365513e-06,4.1130234124385576e-07,3.200433765121838e-06,1.381092077881497e-07
CT,GT_count,entropy,0.03040174122062438,0.0001391570016349731,0.0285166452655689,0.00035245672178387536,,,,,0.027553086323724673,0.06978643091320733,,
AG,AC_count,entropy,0.03040174122062438,0.0001391570016349731,0.0285166452655689,0.00035245672178387536,,,,,0.027553086323724673,0.06978643091320733,,
CT,GT_count,heterozygosity,0.029640872115967873,0.00020378759993790375,0.02808875425052149,0.0004320338639692772,,,,,0.04034994478770494,0.0855427050659169,,
AG,AC_count,heterozygosity,0.029640872115967873,0.00020378759993790375,0.02808875425052149,0.0004320338639692772,,,,,0.04034994478770494,0.0855427050659169,,
all,AC_count,label,0.0401834542048783,4.334892393127844e-54,0.02420864898548278,1.0891732370774593e-20,0.0401834542048783,4.334892393127844e-54,0.016297471025059185,1.1028148960253023e-20,8.583086938393131e-52,2.1565630094133694e-18,2.8610289794643767e-52,7.278578313766996e-19
all,GT_count,label,0.0401834542048783,4.334892393127844e-54,0.02420864898548278,1.0891732370774593e-20,0.0401834542048783,4.334892393127844e-54,0.016297471025059185,1.1028148960253023e-20,8.583086938393131e-52,2.1565630094133694e-18,2.8610289794643767e-52,7.278578313766996e-19
AC,CG_count,entropy,0.03281080616421534,2.4529133334965786e-11,0.024007864322211563,1.0375896662925794e-06,,,,,4.856768400323226e-09,0.0002054427539259307,,
GT,CG_count,entropy,0.03281080616421534,2.4529133334965786e-11,0.024007864322211563,1.0375896662925794e-06,,,,,4.856768400323226e-09,0.0002054427539259307,,
AG,AC_count,label,0.039177627957659125,9.101876018845355e-07,0.02354283216676839,0.0031788250518569663,0.039177627957659125,9.101876018845355e-07,0.012183587776648963,0.003181623148699387,0.00018021714517313804,0.6294073602676793,6.007238172437934e-05,0.20998712781415954
CT,GT_count,label,0.039177627957659125,9.101876018845355e-07,0.02354283216676839,0.0031788250518569663,0.039177627957659125,9.101876018845355e-07,0.012183587776648963,0.003181623148699387,0.00018021714517313804,0.6294073602676793,6.007238172437934e-05,0.20998712781415954
AG,CG_count,label,0.03144487312644973,8.133196668676346e-05,0.023339405547376145,0.003451228169335679,0.03144487312644973,8.133196668676346e-05,0.003598760360547404,0.0034542444452917856,0.016103729403979163,0.6833431775284644,0.005367909801326389,0.22798013338925785
CT,CG_count,label,0.03144487312644973,8.133196668676346e-05,0.023339405547376145,0.003451228169335679,0.03144487312644973,8.133196668676346e-05,0.003598760360547404,0.0034542444452917856,0.016103729403979163,0.6833431775284644,0.005367909801326389,0.22798013338925785
AG,CT_count,entropy,0.024761089041820686,0.0019183744686128456,0.022336432481080314,0.005130958141248285,,,,,0.37983814478534345,1.0159297119671604,,
CT,AG_count,entropy,0.024761089041820686,0.0019183744686128456,0.022336432481080314,0.005130958141248285,,,,,0.37983814478534345,1.0159297119671604,,
AG,CT_count,heterozygosity,0.02345020968395574,0.003300326867447287,0.02195311466173819,0.005947631802503442,,,,,0.6534647197545628,1.1776310968956816,,
CT,AG_count,heterozygosity,0.02345020968395574,0.003300326867447287,0.02195311466173819,0.005947631802503442,,,,,0.6534647197545628,1.1776310968956816,,
GT,CG_count,heterozygosity,0.026421341155701925,7.634722287473546e-08,0.020597392090020157,2.785170599899385e-05,,,,,1.5116750129197623e-05,0.005514637787800782,,
AC,CG_count,heterozygosity,0.026421341155701925,7.634722287473546e-08,0.020597392090020157,2.785170599899385e-05,,,,,1.5116750129197623e-05,0.005514637787800782,,
AG,CG_count,entropy,0.019664340769876946,0.01374651612262346,0.020098378875540314,0.01179519467383568,,,,,2.7218101922794453,2.3354485454194647,,
CT,CG_count,entropy,0.019664340769876946,0.01374651612262346,0.020098378875540314,0.01179519467383568,,,,,2.7218101922794453,2.3354485454194647,,
CT,CG_count,heterozygosity,0.020995620987207992,0.008522007899399301,0.019808789753256645,0.01306758725819724,,,,,1.6873575640810616,2.5873822771230537,,
AG,CG_count,heterozygosity,0.020995620987207992,0.008522007899399301,0.019808789753256645,0.01306758725819724,,,,,1.6873575640810616,2.5873822771230537,,
GT,AA_count,label,0.01919699062529401,9.406871410015305e-05,0.018836009433677622,0.00012713061320229218,0.01919699062529401,9.406871410015305e-05,0.010775457437874003,0.00012727103636716287,0.018625605391830304,0.02517186141405385,0.006208535130610102,0.00839988840023275
AC,TT_count,label,0.01919699062529401,9.406871410015305e-05,0.018836009433677622,0.00012713061320229218,0.01919699062529401,9.406871410015305e-05,0.010775457437874003,0.00012727103636716287,0.018625605391830304,0.02517186141405385,0.006208535130610102,0.00839988840023275
all,AA_count,label,0.03005781071186458,5.1173427638682355e-31,0.014848306641741978,1.0642271601881028e-08,0.03005781071186458,5.1173427638682355e-31,0.010650198532729416,1.0660232357445391e-08,1.0132338672459106e-28,2.1071697771724435e-06,3.3774462241530354e-29,7.035753355913958e-07
all,TT_count,label,0.03005781071186458,5.1173427638682355e-31,0.014848306641741978,1.0642271601881028e-08,0.03005781071186458,5.1173427638682355e-31,0.010650198532729416,1.0660232357445391e-08,1.0132338672459106e-28,2.1071697771724435e-06,3.3774462241530354e-29,7.035753355913958e-07
AT,CG_count,heterozygosity,0.007444857812400843,0.1683611743169667,0.013786440927273155,0.010743606024211034,,,,,33.33551251475941,2.1272339927937844,,
AT,CG_count,entropy,0.0074948302572379125,0.1655225107115963,0.013594584286781456,0.011888842704485317,,,,,32.77345712089607,2.353990855488093,,
CT,AG_count,label,0.00857304654013742,0.28279335648656956,0.012768082889667302,0.1096713425219077,0.00857304654013742,0.28279335648656956,0.005839685876923628,0.10966984504736008,55.99308458434077,21.714925819337726,18.66436152811359,7.238209773125765
AG,CT_count,label,0.00857304654013742,0.28279335648656956,0.012768082889667302,0.1096713425219077,0.00857304654013742,0.28279335648656956,0.005839685876923628,0.10966984504736008,55.99308458434077,21.714925819337726,18.66436152811359,7.238209773125765
GT,CT_count,entropy,0.020201932049822353,3.958533873875757e-05,0.012725870941025293,0.00963123167067476,,,,,0.007837897070274,1.9069838707936024,,
AC,AG_count,entropy,0.020201932049822353,3.958533873875757e-05,0.012725870941025293,0.00963123167067476,,,,,0.007837897070274,1.9069838707936024,,
all,AG_count,entropy,0.018424243059237844,1.2660572676235484e-12,0.012638784440388113,1.1222604121657552e-06,,,,,2.5067933898946257e-10,0.00022220756160881954,,
all,CT_count,entropy,0.018424243059237844,1.2660572676235484e-12,0.012638784440388113,1.1222604121657552e-06,,,,,2.5067933898946257e-10,0.00022220756160881954,,
all,CT_count,heterozygosity,0.01683867851965805,8.754207515605546e-11,0.012576371725626201,1.2670991242664235e-06,,,,,1.7333330880898982e-08,0.00025088562660475187,,
all,AG_count,heterozygosity,0.01683867851965805,8.754207515605546e-11,0.012576371725626201,1.2670991242664235e-06,,,,,1.7333330880898982e-08,0.00025088562660475187,,
GT,CT_count,heterozygosity,0.014335269251936714,0.0035429673673543723,0.011533400755446913,0.018966088211844905,,,,,0.7015075387361657,3.7552854659452914,,
AC,AG_count,heterozygosity,0.014335269251936714,0.0035429673673543723,0.011533400755446913,0.018966088211844905,,,,,0.7015075387361657,3.7552854659452914,,
AT,CG_count,label,0.00960727831412083,0.07546822582289896,0.009242566135020908,0.0872430243819818,0.00960727831412083,0.07546822582289896,0.0011306852234687081,0.08724446216897719,14.942708712933994,17.274118827632396,4.980902904311331,5.758134503152494
